,CreationTime,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,InBandwidth
171,2018-08-05 17:00:00,211252113.21180227,-92743049.54221615,-33841959.60761452,-17073.229296832957,8407.511615889951,339.50481109091453,808218929.1582407
172,2018-08-05 18:15:00,-292247454.3728896,-88680584.53506054,-35876939.608756594,-2247.670848431073,5797.8776676204325,-5466.904106375366,336627916.8060958
173,2018-08-05 18:30:00,-318915198.11355275,-88701772.09028623,-35863168.572234206,-5524.3518863287645,5704.806159612465,-5765.274938491256,309744156.78566235
174,2018-08-05 18:45:00,-327949598.08128196,-88241352.47802313,-36098982.00411622,-3470.176079852408,4256.752548555477,-5915.437237904052,301016911.20595044
175,2018-08-05 19:00:00,-313347755.687328,-93064507.20331347,-33620065.02173551,-5356.40409601695,4657.341340178095,-5606.963707279884,315944281.63875294
176,2018-08-05 20:30:00,5510113.145626668,-87383911.16752948,-36579077.779020734,36423.67020347249,-6097.436848454138,-3122.6236567865785,651915188.0454321
177,2018-08-05 20:45:00,-50671483.20596187,-87141602.23982833,-36697644.04085109,15247.975465820322,1688.0195976421514,-4090.8791518601765,595019860.7524962
178,2018-08-05 21:00:00,-42013516.18771681,-92326681.61561377,-34031951.918634675,14904.29715662513,1388.3381610383806,-3930.1391889148917,604035769.4652275
179,2018-08-05 22:15:00,171037590.08851343,-85864638.25469488,-37378276.00212249,24185.943281827967,2339.7392451750325,-713.6546376734474,819509160.8643341
180,2018-08-05 22:30:00,176662013.0523957,-85870743.58475217,-37375741.56885632,27115.3438830206,1603.4208955319464,256.70786624036907,825823138.4684727
181,2018-08-05 22:45:00,151565993.7773274,-85737096.40258853,-37441769.656047165,24213.137650415963,2068.345308711995,971.1456233707369,800011499.0559093
