,CreationTime,principal component 1,InBandwidth
345,2018-08-09 09:15:00,14130668.626933178,655729321.225718
346,2018-08-09 09:30:00,70688929.4178407,712714151.6325347
347,2018-08-09 09:45:00,138241980.37034076,780324151.3391795
348,2018-08-09 10:30:00,299972039.22241616,943613281.5613947
349,2018-08-09 10:45:00,317489860.01620895,961550307.8295953
350,2018-08-09 11:00:00,326049532.2871739,971630814.4120708
351,2018-08-09 12:30:00,410168119.7049446,1054320644.0179793
352,2018-08-09 12:45:00,415293062.932884,1059538579.6038773
353,2018-08-09 13:00:00,411490050.9604387,1056602467.1746817
354,2018-08-09 13:15:00,405852814.188213,1050789301.9167607
355,2018-08-09 13:30:00,392486324.08741176,1037227818.7029561
356,2018-08-09 14:45:00,487008313.3816209,1133559828.8546689
357,2018-08-09 15:00:00,516606022.45902705,1162297901.264808
358,2018-08-09 15:15:00,521324020.0503391,1167250740.5206606
359,2018-08-09 15:30:00,528372834.76071084,1174924971.5569775
360,2018-08-09 15:45:00,484266332.7797037,1129809047.2426224
361,2018-08-09 16:00:00,445049981.85799366,1090512002.175302
362,2018-08-09 16:45:00,367969434.9522519,1013074670.45801
363,2018-08-09 17:00:00,313761785.658029,958443057.8979648
364,2018-08-09 17:15:00,280271088.3546023,924738682.6168599
365,2018-08-09 17:30:00,253740079.20973778,898098345.6769903
366,2018-08-09 17:45:00,227190952.29622367,870823497.0500009
367,2018-08-09 18:00:00,209707032.5695614,853263368.1090294
368,2018-08-09 18:15:00,219995268.24093837,864265019.0129044
369,2018-08-09 18:30:00,215844767.25618196,859676900.8186423
370,2018-08-09 18:45:00,155159271.0554933,798290090.9895293
371,2018-08-09 19:00:00,112652205.77340832,755086540.8606486
372,2018-08-09 19:15:00,198845352.5070637,842072662.6079925
373,2018-08-09 20:45:00,443712077.3464727,1088867976.0032363
374,2018-08-09 21:00:00,478276604.5615762,1122826149.3541944
375,2018-08-09 21:15:00,139321372.42993867,1004470267.1043537
376,2018-08-09 21:30:00,152029014.82376784,1013633076.9144896
377,2018-08-09 21:45:00,503575856.4610625,1148280149.5061302
378,2018-08-09 22:00:00,515708363.0425148,1160620035.902682
379,2018-08-09 22:15:00,497024866.2831417,1142157166.966999
380,2018-08-09 22:30:00,493911280.02278906,1138653850.6581216
381,2018-08-09 22:45:00,450822767.2210323,1094353666.5252874
382,2018-08-09 23:00:00,390786403.92839134,1034519341.5541034
383,2018-08-09 23:45:00,132136661.16247153,775416918.9587376
384,2018-08-10 00:00:00,-229944313.22217485,377399357.5575404
385,2018-08-10 00:15:00,-303550155.9510019,310629250.282386
386,2018-08-10 00:30:00,-400467763.7284773,219308312.3113142
387,2018-08-10 00:45:00,-427877787.4835193,193392928.653461
388,2018-08-10 01:00:00,-453179408.64283156,170284745.33110613
389,2018-08-10 01:45:00,-518784853.5346121,110402558.47853903
390,2018-08-10 02:00:00,-532163104.7550085,99269536.51402758
391,2018-08-10 02:15:00,-546700290.8879249,86756837.88437758
392,2018-08-10 03:00:00,-572651757.4619212,61436703.33449248
393,2018-08-10 03:15:00,-575061227.1791358,58901397.20437953
394,2018-08-10 03:30:00,-577744241.232478,57350581.37078882
395,2018-08-10 03:45:00,-582599078.1949024,53432104.40190618
396,2018-08-10 04:00:00,-581848162.2943447,54557041.38484261
397,2018-08-10 04:15:00,-585575183.0101894,51385670.50946944
398,2018-08-10 04:30:00,-584233721.5061069,52652689.81190747
399,2018-08-10 04:45:00,-585533221.7225122,51295795.81077276
400,2018-08-10 05:00:00,-581565588.3341306,55233672.20648524
401,2018-08-10 05:15:00,-570557235.1518776,65309151.15295197
402,2018-08-10 05:30:00,-560451599.1513692,75472761.56360048
403,2018-08-10 05:45:00,-549177600.6382474,84869281.54032159
404,2018-08-10 06:00:00,-527703588.0802087,105644293.61487754
405,2018-08-10 06:15:00,-496560126.659619,134041510.89681686
406,2018-08-10 07:15:00,-362988298.8492257,257884906.76252204
407,2018-08-10 07:30:00,-333995910.1828812,284882359.2673098
408,2018-08-10 07:45:00,-309427858.86571497,309275267.29827017
409,2018-08-10 08:00:00,-282442033.38042873,333053754.17138416
410,2018-08-10 08:15:00,-251750043.16387856,358309954.12930965
411,2018-08-10 08:30:00,-240624806.92692715,367775328.3462269
412,2018-08-10 08:45:00,-213737172.21526074,391370334.63008684
413,2018-08-10 09:00:00,-188485788.0791206,417713132.2161225
414,2018-08-10 09:15:00,-147377560.75568777,459191330.2542316
415,2018-08-10 09:30:00,-83826563.5267407,520205502.5963534
416,2018-08-10 09:45:00,-14379291.679850426,583057185.2509083
417,2018-08-10 11:00:00,117887286.14383346,703014014.2388862
418,2018-08-10 11:15:00,131010062.8381786,712876281.0735812
