CreationTime,AuthenticateCount,ActiveCount,DisconnectCount,CPUUtil,MemoryUsed,MemoryFree,TempMin,TempMax,TempAvg,InBandwidth,OutBandwidth,InTotalPPS,OutTotalPPS
2018-08-02 01:45:00,-0.44843982961085493,-1.3673202131649156,-0.7257214446546173,-1.3433114699276016,-0.2299545546856898,-1.6092201051309936,-0.35286003743061545,-0.416541939588882,-1.2819659924079667,-1.1448142175702238,-1.209338902902886,-1.1602104729688931,-1.1813374341682892
2018-08-02 02:00:00,-0.9850573986671904,-1.3881610976663843,1.5502940763494857,-1.3433114699276016,-0.08259511164902449,-1.6801424029170107,-0.958745199129481,-0.416541939588882,-1.2233358272865493,-1.2340579613023603,-1.2957154683195422,-1.2489796954588346,-1.2690351378265092
2018-08-02 02:15:00,1.698030446614487,-1.3959253487551668,-0.7257214446546173,-1.3433114699276016,-0.21524662548526216,-1.6162988515830201,-0.958745199129481,-1.0379137522339963,-1.3405961575293797,-1.2981744080918727,-1.3572792232627304,-1.3125087721737,-1.33223096600826
2018-08-02 02:30:00,0.08817773944548055,-1.4118624957268782,-0.27051834045379675,-1.3433114699276016,-0.21146458654800934,-1.618119100670684,-1.5646303608283465,-1.0379137522339963,-1.399226322650797,-1.3510203935210923,-1.4078673389228074,-1.3654656843471147,-1.3847921931452447
2018-08-02 02:45:00,-0.44843982961085493,-1.4151316540800498,-0.27051834045379675,-1.3433114699276016,-0.19997839422005637,-1.6236472645665523,0.2530251242682501,-0.416541939588882,-1.2819659924079667,-1.392161731901933,-1.447506811190575,-1.4059496214657543,-1.4254237425459404
2018-08-02 03:00:00,0.6247953085018161,-1.430864478654688,-0.27051834045379675,-1.3433114699276016,-0.06116355767125853,-1.6904571477471062,-0.958745199129481,-0.416541939588882,-1.2819659924079667,-1.414136031026795,-1.4685214588633841,-1.428915718105992,-1.4479407015519772
2018-08-02 03:15:00,-0.9850573986671904,-1.440058986522983,-0.7257214446546173,-1.3433114699276016,-0.1971768838961654,-1.624995597224081,-0.958745199129481,0.20482987305623224,-1.3405961575293797,-1.4397779200832816,-1.4937625789915812,-1.4540848175555823,-1.47293100704343
2018-08-02 03:30:00,1.1614128775581516,-1.4447584016556672,-1.1809245488554379,-1.3433114699276016,-0.19787726147713813,-1.624658514059699,0.2530251242682501,-0.416541939588882,-1.3405961575293797,-1.4644310596689625,-1.5176675501853591,-1.4771308837578743,-1.4958869881370578
2018-08-02 03:45:00,-1.521674967723526,-1.4461886584351797,-1.6361276530562585,-1.3433114699276016,-0.19787726147713813,-1.624658514059699,-0.35286003743061545,-0.416541939588882,-1.2819659924079667,-1.4775675101663046,-1.5307059876548716,-1.4911304450838998,-1.5103298754348806
2018-08-02 04:00:00,0.08817773944548055,-1.4553831663034746,-0.27051834045379675,-1.5711088041012993,-0.06018302905789669,-1.6909290641772412,-1.5646303608283465,-0.416541939588882,-1.399226322650797,-1.491021241680898,-1.5444406760039386,-1.5042164364959012,-1.5237852023516145
2018-08-02 08:45:00,-0.44843982961085493,-0.3070912947519607,1.095090972148665,0.023472535114584237,-0.2834634018720074,-1.584545617498216,-0.35286003743061545,-0.416541939588882,-0.9301850016794714,-0.5038851725743224,-0.5908471967858062,-0.5388188089564112,-0.5656226135067193
2018-08-02 10:00:00,1.698030446614487,0.6926581941273201,0.6398878679478445,1.3902565401567701,-0.18092812401759772,-1.6338945927637714,-0.958745199129481,-0.416541939588882,-0.8129246714366365,0.28277143722640247,0.16768321009081483,0.2765532197317577,0.2415602046082448
2018-08-02 10:15:00,-0.44843982961085493,0.848147538300043,-0.27051834045379675,1.8458512085041654,-0.12475784202358367,-1.6609286625472246,0.2530251242682501,-0.416541939588882,-0.6370341760723934,0.43078451136369256,0.3136193202656428,0.4384905840005621,0.4036185677288705
