,CreationTime,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,InBandwidth
171,2018-08-05 17:00:00,211252113.21180236,-92743049.54221614,-33841959.60761449,-17073.229296833037,8407.511615889714,339.50481108132766,808218929.1582407
172,2018-08-05 18:15:00,-292247454.3728899,-88680584.53506057,-35876939.60875656,-2247.6708484309443,5797.877667619618,-5466.9041064066105,336627916.8060958
173,2018-08-05 18:30:00,-318915198.1135533,-88701772.09028625,-35863168.57223417,-5524.351886328736,5704.806159612222,-5765.274938495013,309744156.78566235
174,2018-08-05 18:45:00,-327949598.08128214,-88241352.47802314,-36098982.00411618,-3470.176079852453,4256.752548554412,-5915.437237945232,301016911.20595044
175,2018-08-05 19:00:00,-313347755.6873283,-93064507.20331347,-33620065.02173547,-5356.404096016964,4657.341340176978,-5606.96370732624,315944281.63875294
176,2018-08-05 20:30:00,5510113.145626499,-87383911.1675295,-36579077.77902069,36423.670203472626,-6097.436848454252,-3122.623656789075,651915188.0454321
177,2018-08-05 20:45:00,-50671483.20596203,-87141602.23982835,-36697644.04085106,15247.975465820396,1688.0195976413797,-4090.879151890793,595019860.7524962
178,2018-08-05 21:00:00,-42013516.18771692,-92326681.6156138,-34031951.918634646,14904.297156625224,1388.3381610382705,-3930.1391889173983,604035769.4652275
179,2018-08-05 22:15:00,171037590.08851346,-85864638.25469486,-37378276.002122454,24185.943281828004,2339.7392451741543,-713.6546377117216,819509160.8643341
180,2018-08-05 22:30:00,176662013.0523955,-85870743.58475219,-37375741.56885629,27115.343883020625,1603.4208955318984,256.70786624018723,825823138.4684727
181,2018-08-05 22:45:00,151565993.77732742,-85737096.40258853,-37441769.65604715,24213.137650416113,2068.3453087121193,971.1456233760525,800011499.0559093
