,CreationTime,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,InBandwidth
1595,2018-08-25 23:15:00,346133800.75752187,-88836534.25358942,-37878873.531446,-24044.408877712158,332.4344042488937,914211550.9219408
1596,2018-08-25 23:30:00,244805052.14919603,-89144410.45263332,-37709609.853581466,-24272.806586836028,-2315.79541493603,814589752.9686017
1597,2018-08-25 23:45:00,-59275674.63049425,-89630633.21976587,-37426728.71030656,71851.16804853019,-8806.3919539327,647946045.6644863
1598,2018-08-26 00:00:00,-118634979.66827579,-94839341.95950481,-34741552.8235259,63477.0759854141,-6317.773493313061,584496815.0351034
1599,2018-08-26 01:45:00,-366715729.8570809,-91855712.85359927,-36249273.59056943,-12185.580652657787,-470.8711034534663,250390917.96154824
1600,2018-08-26 02:00:00,-459406891.8687003,-97283326.14149813,-33447912.861588888,9669.938061408002,-2298.0861586482038,194197546.64953223
1601,2018-08-26 02:15:00,-481234730.86657065,-92518425.26116839,-35896091.485108994,11202.587866805688,-2961.586587461684,172066807.79619303
1602,2018-08-26 03:00:00,-483020311.0565575,-98021303.47031987,-33065838.714171436,-5993.6889424609835,-2915.618937559778,144438044.48808846
1603,2018-08-26 03:15:00,-502001436.3848295,-93193971.47110298,-35546431.65281834,-3753.585108046578,-3641.082375583602,126723107.64349727
1604,2018-08-26 03:30:00,-517084684.44044405,-93337206.0122362,-35471140.489324324,-1107.6344382223929,-3228.6618222993507,114811056.26260714
1605,2018-08-26 03:45:00,-527437768.9940226,-93493804.16549785,-35389487.34217069,-544.6147080420819,-2789.6500675141906,105709500.17178003
1606,2018-08-26 04:00:00,-534459918.1772924,-98466433.26774126,-32831365.40144187,-1724.13018695743,-2947.9799871449927,99413877.61201848
1607,2018-08-26 04:15:00,-542197819.9302341,-93737419.86179219,-35313495.100417666,1951.9836362412827,-2782.840362691107,92723595.80353414
1608,2018-08-26 04:30:00,-548659399.0916113,-93421505.10895929,-35475269.73554067,1443.6804233545147,-3356.40689714553,86505648.6967118
1609,2018-08-26 04:45:00,-553652371.0730805,-93408795.93597648,-35481267.736334115,991.2679784921339,-2476.0648832222964,82608157.57779302
1610,2018-08-26 05:00:00,-556025598.1056253,-98369838.51419501,-32929606.086997055,-633.338973033879,-2267.1978801651626,80568097.66679804
1611,2018-08-26 05:15:00,-545470737.1453176,-93403496.47574054,-35484875.91029958,-390.1843843505689,-2220.2230859260108,90619162.96509929
1612,2018-08-26 05:30:00,-538809083.830532,-93301373.60656174,-35538115.151387066,-1187.467329387508,-1782.7130709930957,96846023.98310336
1613,2018-08-26 05:45:00,-559129674.6511316,-93382202.32977886,-35494353.737884395,1919.4382503625127,-408.5588218425301,85719146.53883733
1614,2018-08-26 06:00:00,-548921653.5673966,-98311889.30976005,-32960173.884104893,2161.3195259725067,-780.5195352999363,97121860.06402084
1615,2018-08-26 06:45:00,-439819615.23633677,-93200550.16699263,-35600643.14835614,-5617.4970932736505,-1503.7795021033369,188265757.608836
1616,2018-08-26 07:00:00,-402452881.50985634,-97152012.6089286,-33572483.25621449,-10731.824326843678,-214.4242204921657,222255131.92723468
1617,2018-08-26 07:15:00,-371072892.1492944,-92123707.9115546,-36161864.37897379,-7779.477883558865,-843.3192815135367,251499417.88044316
1618,2018-08-26 07:30:00,-344107740.85501933,-92006197.56444816,-36225205.84739442,-6605.692351273619,-1064.5151679948826,277380686.0012936
1619,2018-08-26 09:00:00,-84716310.43749169,-95288606.53544143,-34565077.06219607,-21412.559108861366,3228.427605175737,518941663.81985354
1620,2018-08-26 09:15:00,-52930701.275097825,-89600283.61000805,-37493942.268728025,-20676.008711963997,1611.6035241754767,546020182.8034384
1621,2018-08-26 09:30:00,9797415.088255187,-89383580.10116345,-37612155.05017252,-22633.00777357747,1302.5410800919944,603682612.7061424
1622,2018-08-26 10:45:00,184624558.2900302,-87016113.84384511,-38848571.416452534,-34276.06938915374,5330.854842001724,764156341.8058933
1623,2018-08-26 11:00:00,205805892.0354997,-91742381.65107392,-36420191.03608988,-34144.57104133967,5746.350325431685,786241998.6798425
1624,2018-08-26 11:15:00,227615250.03200972,-86597072.98574428,-39068714.290333755,-32579.944576321388,3736.5683341281,803976292.5653322
1625,2018-08-26 11:30:00,234274756.82572183,-86560352.86628015,-39088317.81001277,-34462.076911016906,4425.290156362925,807851515.9559315
1626,2018-08-26 12:45:00,285863868.50214064,-85370324.65289252,-39705898.05302736,-33438.3280981652,5010.471312621157,858641311.7949919
1627,2018-08-26 13:00:00,293830314.1624012,-90023884.52878274,-37313486.877783954,-37345.01225877598,5145.270717942331,865153734.7418076
1628,2018-08-26 13:15:00,289593654.3897582,-85008887.80616812,-39892183.15042042,-33651.18774524384,6088.409210939696,865067838.9504527
1629,2018-08-26 13:30:00,284720278.16011137,-84985820.1332576,-39903520.04496196,-30916.37934311233,4679.320072605574,859751912.9121017
1630,2018-08-26 14:15:00,2786307.318363563,-85411826.00785479,-39653979.822299734,110550.53637204591,-10864.800770017211,759759491.6750232
1631,2018-08-26 15:00:00,390247373.5278326,-89109484.06060499,-37794154.90625371,-53068.26105168128,10762.142650305017,954551083.2036256
1632,2018-08-26 15:15:00,379021492.8562302,-84046508.38834375,-40396773.189390235,-51893.564189840516,9205.917526746583,941775677.6594392
1633,2018-08-26 15:30:00,372664783.2140676,-84193145.93420641,-40320674.483898245,-53580.302552839545,11161.248393513297,938243600.5016276
1634,2018-08-26 15:45:00,362258303.43473786,-84108408.74702422,-40363131.91238144,-54347.93692332494,10814.90033030525,928155772.5188297
1635,2018-08-26 16:00:00,333319138.6009376,-88939469.84793727,-37875450.88185128,-47828.931199927174,11736.459714482788,905652158.1616184
1636,2018-08-26 16:15:00,300292821.414913,-84036470.23511708,-40393443.034420565,-42305.08801890823,9259.70724593716,874718865.2281772
1637,2018-08-26 16:30:00,260253193.3063982,-83763997.11186151,-40529254.710451975,-40912.58725626977,8405.509701805993,835761491.0706396
1638,2018-08-26 16:45:00,224778223.87436956,-83792044.01959471,-40511004.57929281,-39224.32097840314,7828.172462610515,802910606.9367034
1639,2018-08-26 17:00:00,189303329.10151273,-88911044.88052614,-37874536.04415583,-37035.72137544734,6752.959010305561,770075718.6220236
1640,2018-08-26 17:15:00,174588442.9988632,-83645480.84963386,-40580965.76686317,-32229.442935390067,5973.083672040998,759339354.2198478
1641,2018-08-26 17:30:00,156067942.18715158,-83384772.86751719,-40713048.52267737,-34385.92657417638,6580.721193842467,740363453.5795844
1642,2018-08-26 19:00:00,57641698.19333612,-88353805.41711804,-38146910.31044253,-9174.82909534544,-3490.732191764021,649141501.1974993
1643,2018-08-26 19:15:00,115950885.55906205,-82981702.38371228,-40916008.2931406,-10345.289654413944,-1876.2283235873388,703898407.5193725
1644,2018-08-26 19:30:00,218027150.53105605,-82722267.62423363,-41060442.03104429,-17215.465834314986,-441.16166793630646,795280980.7984849
1645,2018-08-26 19:45:00,6299968.929138286,-82892806.84789889,-40949859.50429541,113310.51272299697,-16249.619542116601,751545985.2343779
1646,2018-08-26 20:00:00,49700915.142988965,-87337323.32167193,-38668772.211110055,125728.40876927126,-17912.83041748721,810887060.6118557
1647,2018-08-26 20:45:00,394506245.6063472,-81447353.43526247,-41735147.68648078,-23223.74581631103,1367.2322576530419,962230755.065258
1648,2018-08-26 21:00:00,408568725.3900888,-86271851.76566091,-39255482.55127411,-28762.857480206407,-1082.250744894561,968665497.1021924
1649,2018-08-26 21:15:00,418916939.1851267,-81356332.5965957,-41784589.17211769,-19431.790397567012,-4088.829920172886,979576128.1351882
1650,2018-08-26 21:30:00,431193275.7450155,-81056529.54767452,-41933734.89439192,-13205.630316045976,-4725.708910289428,993804411.5074848
1651,2018-08-26 21:45:00,455617835.7927033,-80449909.00840825,-42254709.05584802,-17036.220735899173,-2823.487394143057,1017937685.0114868
1652,2018-08-26 23:00:00,355798102.31468594,-83742190.69127476,-40550767.05760957,-27740.019896577538,-1915.4116424905549,916785369.4955912
1653,2018-08-26 23:45:00,-106557482.92414701,-79350824.5178339,-42759304.59089854,71816.72286259914,-11771.45276423851,592472973.7806191
1654,2018-08-27 00:00:00,-173753585.6781927,-84609248.91662373,-40047714.41743102,66587.71946087523,-9103.032791053141,526705177.6297712
1655,2018-08-27 01:15:00,-313764097.2775269,-82014062.42073108,-41370499.642246634,-14141.873693199865,855.5540639031335,300604610.52224666
1656,2018-08-27 01:30:00,-357957163.73581505,-82466284.01220304,-41133161.695290364,-13573.858213578698,27.674202018698352,257298983.79618603
1657,2018-08-27 02:45:00,-498512572.4410299,-83374985.73495087,-40650665.66422187,632.9956198653792,-3131.798701304842,130818624.9807866
1658,2018-08-27 03:00:00,-509910542.57758677,-88715691.95053673,-37902774.67452517,-2040.8571603745645,-2488.101635673486,119837952.78929612
1659,2018-08-27 03:15:00,-523718406.15030086,-83860375.43358317,-40398316.79249981,2386.2403213840466,-3644.319155504952,107104916.61645176
1660,2018-08-27 03:30:00,-534781391.3011196,-83988559.3171981,-40331200.2560422,2864.2888016374723,-3154.3432901783963,98013670.31607462
1661,2018-08-27 03:45:00,-543925193.0830138,-84016378.51142697,-40315907.70347691,1401.1513853100314,-2771.729173682889,89156614.47665584
1662,2018-08-27 04:00:00,-569153500.6320819,-88989106.62502688,-37755772.59429452,-2309.991867901084,-1722.2476796208848,68619602.04363802
1663,2018-08-27 04:15:00,-572094102.4926146,-84095997.29083198,-40325993.410382114,-533.3282538936307,-1608.36052986103,64953419.260699295
1664,2018-08-27 05:00:00,-555750092.4910605,-89025483.35154311,-37792578.67138457,-530.9599075639194,-1362.9990256979816,79985425.31441464
1665,2018-08-27 05:15:00,-549959944.9354342,-84030772.26693316,-40361923.49195274,2626.312491740786,-2617.381914783724,85433875.7052864
1666,2018-08-27 05:30:00,-551839145.9973214,-83985150.00348976,-40385183.66707852,3114.2035185015034,-2868.8757340038155,83896871.96164516
1667,2018-08-27 05:45:00,-544090936.749731,-84006084.16172549,-40375252.685794,3966.9164239241636,-2895.596104281647,91333307.79040204
1668,2018-08-27 06:30:00,-472669856.87306935,-83299870.31305422,-40746153.0419389,17.3269550017151,-2176.2691977578443,157375805.90470415
1669,2018-08-27 06:45:00,-448010031.5600551,-83303808.74208258,-40746786.65211479,149.4430515066773,-1609.6635420281525,181204647.5030316
1670,2018-08-27 07:00:00,-431611093.3637852,-87574150.12569188,-38552369.697606824,-4322.111824179653,-2063.411618096991,193464135.06707025
1671,2018-08-27 07:15:00,-401743030.3352627,-82539551.98096803,-41144825.15563354,-3033.996183041988,-665.5783253292531,223470287.08472568
1672,2018-08-27 07:30:00,-366260049.24381083,-82415903.65349504,-41212243.31912741,-6373.7799489945955,-1037.3387014771122,254484678.80076265
1673,2018-08-27 08:15:00,-377138318.14270115,-82277015.63667996,-41282482.75313749,39830.89769631423,-6060.437262552794,303268408.29520094
1674,2018-08-27 08:30:00,-228131349.41861147,-81593741.5409516,-41649967.71282777,-10297.832712593732,354.5323534679801,383591820.8898649
1675,2018-08-27 08:45:00,-171598983.52514702,-81402540.7519515,-41754396.66213352,-12133.818657631407,804.2136550618358,436230825.55559784
1676,2018-08-27 09:00:00,-118425333.79027872,-86245266.3591098,-39269575.22253212,-18367.777876060758,139.97923426983994,481388752.8618661
1677,2018-08-27 09:15:00,-40173699.3918912,-81073625.85162297,-41928185.069107816,-15940.399415935668,124.83636167969273,555374724.8865391
1678,2018-08-27 09:30:00,39297519.369671255,-80912140.98976298,-42029345.71373712,-15158.133171584508,-114.70155898586894,630633590.4524338
1679,2018-08-27 09:45:00,122190690.30214195,-80544569.29832669,-42227321.76738725,-14626.189471016882,-1015.0058443254087,706304094.6921463
1680,2018-08-27 10:00:00,208473059.31919417,-91923809.52287878,-36387597.70719932,-20299.11264497257,-1199.9346352466587,787138737.7237183
1681,2018-08-27 10:15:00,268932145.11368537,-86477140.6848916,-39192097.17477345,-27138.895913814824,173.1509143028985,839717109.4798826
1682,2018-08-27 10:30:00,279767903.4069226,-87480184.44254752,-38680590.95978003,-23138.82005876095,-1755.4977208818484,848584324.007816
1683,2018-08-27 10:45:00,252401467.1876893,-81018707.22721231,-42000669.06137161,67350.38930440036,-36208.622053594874,874425819.4130397
1684,2018-08-27 11:00:00,338553705.2096466,-93445842.82218061,-35618851.48232315,3864.595399867983,-12226.244920821295,906562425.4367293
1685,2018-08-27 11:15:00,373899184.22291476,-89277943.25599949,-37766169.40468725,-8576.133444340689,-8906.01272914662,937797607.0584762
1686,2018-08-27 11:30:00,365478642.45834476,-83247130.03418562,-40866844.03422171,-24378.90879082254,-3350.3731997873783,930356313.1132864
1687,2018-08-27 12:15:00,85036468.18290497,-86033793.45174171,-39403406.6339367,115224.71083533023,-19478.673027793415,826387195.7219746
1688,2018-08-27 13:30:00,384816797.0799448,-94034817.65406229,-35320948.54391342,-26192.564226396757,3026.0895940799055,952691449.1916813
1689,2018-08-27 13:45:00,373219970.42772037,-86784461.94137976,-39048469.55905316,-21034.694789626847,2060.1850126177433,942544705.5391613
1690,2018-08-27 14:00:00,370728582.48951256,-91856471.81655028,-36439726.11393271,-23719.73195037441,-609.1336549842965,936260163.6077883
1691,2018-08-27 14:15:00,407648688.9335476,-87538761.66020456,-38664258.26897515,-32090.593694688672,2364.641287244533,970418612.4554024
1692,2018-08-27 14:30:00,422227965.1786319,-89036753.9922821,-37895432.16910318,-36618.969591423716,5489.431952438745,985400023.9649973
1693,2018-08-27 14:45:00,446131973.56987566,-89429931.23129304,-37695803.439298145,-37213.46039797624,4633.03461610177,1006236693.4358453
1694,2018-08-27 15:00:00,498522086.6685964,-95512134.04928876,-34573448.873096436,-42704.55109282264,7278.808171709477,1056860209.1937668
1695,2018-08-27 15:15:00,502730234.235666,-98686007.80113061,-32941616.261743013,-42476.62124018833,6358.775509816417,1059858391.8901316
1696,2018-08-27 15:30:00,496373066.8709307,-98983565.7718908,-32787898.050231095,-36932.49568050368,3223.319248277405,1054815732.7079158
1697,2018-08-27 15:45:00,477391082.444878,-91922656.05160834,-36417192.59660342,-31119.904453113806,1890.6846620314896,1037781347.2409133
1698,2018-08-27 16:00:00,134959440.44042513,-112531238.24474968,-25781462.396500908,119534.17951611623,-11602.11332121219,899165829.7956451
1699,2018-08-27 16:45:00,381270082.23954886,-99677915.40137473,-32418385.20000005,-22245.026700840128,-52.44463618264549,949769056.0377984
1700,2018-08-27 17:00:00,356111681.1458853,-106270318.77189472,-29025276.729249638,-23980.261996882226,-923.0979063287552,924239282.6659508
1701,2018-08-27 17:15:00,340713800.75333196,-99436913.12932204,-32537956.583281223,-22631.41665720926,-2221.9829489973845,909523447.1774836
1702,2018-08-27 17:30:00,312490968.0603617,-99532403.38853483,-32485806.953387246,-31049.657842450757,2361.361208179636,881009489.4980891
1703,2018-08-27 17:45:00,261542737.17030331,-99387731.52790368,-32554711.96518528,-18959.744942947145,596.2118391720913,839610088.0335437
1704,2018-08-27 18:00:00,259849489.09470406,-97485357.80940062,-33532900.147335388,-25287.905447083103,796.8498739027535,833111493.9468201
1705,2018-08-27 18:15:00,255276432.18259802,-92556718.43474892,-36067149.26276376,-26682.67471860161,1327.2562302330803,827703411.1045157
1706,2018-08-27 18:30:00,231388930.36149648,-92886538.96703497,-35885409.01403596,-27501.82389434636,-971.9857948395851,803337812.996256
1707,2018-08-27 18:45:00,198105254.6820886,-92563381.13048208,-36057554.652505256,-17893.27305469003,-1816.9210481054542,776374358.1766008
1708,2018-08-27 19:00:00,156742255.1423483,-97495834.52472143,-33516388.373126745,-10044.747052710007,-4002.237985854285,739430926.0465128
1709,2018-08-27 19:15:00,181067275.34612146,-92545479.52273886,-36064920.65233841,-8585.464358764822,-4492.688091061666,763658941.0377682
1710,2018-08-27 19:30:00,280132972.945466,-92152045.10752815,-36332013.04893299,-13529.834136964722,-2835.69040447467,854668583.0248804
1711,2018-08-27 20:45:00,474693897.7273113,-91767752.06623559,-36550637.46847123,-34092.29171873769,352.0163441652119,1028410535.640897
1712,2018-08-27 21:00:00,476249911.2972616,-96688819.82815214,-34019955.64702898,-28672.43495458434,-356.60040628380006,1034323315.9651123
1713,2018-08-27 21:15:00,476750014.1610608,-91626803.01113503,-36623345.64175021,-28206.22177736579,65.28775722536979,1033518503.9300944
1714,2018-08-27 21:30:00,482164465.7559577,-91593186.63330226,-36641217.43349416,-27597.564556954854,-4649.189713538312,1033697286.4476126
1715,2018-08-27 21:45:00,126252910.27400053,-92087865.18143518,-36348377.168777406,129845.04105436399,-20089.998337661742,881888826.2420052
1716,2018-08-27 23:00:00,354784236.4649273,-96292294.63106383,-34210786.46863989,-29278.262347924192,462.121046402747,919847291.1365328
1717,2018-08-27 23:45:00,88910491.47175306,-92286543.04528534,-36242226.41183654,-23897.343904348025,34.80987601841503,673795228.5451257
1718,2018-08-28 00:00:00,6655568.755610193,-98030220.63384973,-33279452.117054712,-28669.48886415528,1448.5851989796488,595169142.793327
1719,2018-08-28 00:15:00,-71288139.76247263,-93571185.47612163,-35564276.78052584,-27631.191454607764,2032.8286157121609,522643267.70535946
1720,2018-08-28 00:30:00,-152145180.77903816,-93943744.7262566,-35363953.57777778,-23562.030491615034,1662.066877690876,448620823.7142882
1721,2018-08-28 00:45:00,-211243163.9331578,-94936172.09557204,-34847187.15871014,-23577.31260803237,1805.3871894175893,393773879.42758113
1722,2018-08-28 01:30:00,-376350583.72023636,-96650590.89331359,-33947673.27702878,-10605.50644907084,-60.142519517144805,245593240.59782425
1723,2018-08-28 02:45:00,-495270813.3464812,-97852479.25390264,-33316732.611913487,-9982.14213111555,537.720204650697,135759053.71280038
1724,2018-08-28 03:00:00,-510551887.2807152,-102880905.8644333,-30729024.363071065,-11844.71580952869,906.0843329003028,121137912.9078608
1725,2018-08-28 03:15:00,-526474698.3932115,-98050983.17231357,-33211277.95626508,-5335.302134919406,-453.7989908298516,107690489.3786218
1726,2018-08-28 03:30:00,-538863157.2448177,-98197562.26396815,-33134558.053392004,-4970.945685670398,-429.66079444921917,96243913.49422184
1727,2018-08-28 03:45:00,-551687183.8159364,-98315043.75806051,-33072755.11861812,-2968.699675969856,-1243.8377841908366,83739281.29416846
1728,2018-08-28 04:00:00,-574797960.9224018,-103337831.02788113,-30487103.24120811,-5391.819605218496,2000.3985735585122,68214247.20881328
1729,2018-08-28 04:15:00,-578434396.1960461,-98366613.34694853,-33043349.671871603,-3623.7370895866657,824.9500437669773,63849682.12683827
1730,2018-08-28 05:00:00,-563232496.6924684,-103389496.15735672,-30461779.355911728,-5207.286962598945,-207.76674390671826,74080414.87635797
1731,2018-08-28 05:15:00,-557627390.1593031,-98400276.59171931,-33028280.41846198,-2987.869174765643,-146.18074766032984,80094235.80035502
1732,2018-08-28 05:30:00,-551008356.1605711,-98383779.85064417,-33037478.650695644,-4230.1686690936485,-254.5725728668806,85618844.66728523
1733,2018-08-28 05:45:00,-539846110.8516765,-98350929.716795,-33055576.904364385,-4568.878659993242,489.6261719682096,96675305.38638276
1734,2018-08-28 06:00:00,-517867837.2982384,-102994721.04757603,-30669700.61041481,-8808.16145057826,710.4246583866202,116485767.98594096
1735,2018-08-28 06:15:00,-498006426.5277351,-97934756.57621403,-33274122.351408053,-7184.15610411579,-190.26723141803427,133729674.2970696
1736,2018-08-28 06:45:00,-441171260.32209986,-97808198.57347997,-33345339.214665167,-9948.992736359669,37.77954834893178,185892625.8020594
1737,2018-08-28 07:00:00,-407012886.78627825,-102653041.10911968,-30857377.32289679,-11928.40000690588,1066.1532444240738,219353944.2901752
1738,2018-08-28 07:15:00,-373081868.98945403,-97563041.91383554,-33478762.549732357,-9823.870613498646,142.55545416208,250906346.78640535
1739,2018-08-28 07:30:00,-344520529.01947516,-97069289.33855776,-33735774.1875665,-11757.659307586973,63.50684607081328,276362332.9081867
1740,2018-08-28 07:45:00,-418588707.5442019,-97258927.26675552,-33630244.39079315,29671.926980372125,-4246.971747559618,256274120.32501566
1741,2018-08-28 08:00:00,-393262002.3996524,-101844068.02667591,-31274891.566059694,27805.286540528086,-5144.872869027547,281236899.74226993
1742,2018-08-28 08:15:00,-248320071.09708518,-96477389.18046576,-34050555.810166955,-14237.491795423422,523.9352665536521,362592588.8331808
1743,2018-08-28 08:30:00,-201957845.01491806,-95541855.2271644,-34536690.29088418,-17027.56040448794,1134.682812572638,407771890.018505
1744,2018-08-28 08:45:00,-146683166.1588035,-95036861.00661024,-34802365.5427434,-23107.44809549187,4032.869332455661,459889725.82586575
1745,2018-08-28 09:00:00,-90724827.25608887,-99787126.98886135,-32365394.30642612,-26796.491261112256,1777.0451119872846,508444707.5014612
1746,2018-08-28 09:15:00,-11148082.56535874,-94638702.46526477,-35021748.741941296,-23717.095167351737,1374.2269609275181,583758242.3570603
1747,2018-08-28 09:30:00,65898053.292612374,-94029152.12311423,-35343526.84196922,23996.92721858885,22007.752128641987,661390238.5472221
1748,2018-08-28 09:45:00,-106067354.78373478,-94246466.99046798,-35213198.38776834,83940.6191042037,-8586.496076802623,619461652.7361442
1749,2018-08-28 10:00:00,-65426493.23153245,-98868901.10260558,-32840314.483065117,90000.26945188674,-12146.22466548186,665078617.3463151
1750,2018-08-28 10:45:00,340984255.4669746,-99319887.74090783,-32652241.750785504,-27557.07640036206,-939.3531557757738,909444738.82111
1751,2018-08-28 11:00:00,348826821.5840067,-112153490.90729326,-26052916.177523494,-31105.006594856535,-2168.421325850769,914287032.836129
1752,2018-08-28 11:15:00,361480494.112281,-100638348.70309956,-31973198.94400641,-18400.792686107423,-3467.6516858734367,931833719.2591124
1753,2018-08-28 11:30:00,362735111.27596414,-94773367.52351075,-34992804.12460536,-12819.490488109763,-5446.406200698593,933079088.4589033
1754,2018-08-28 12:15:00,122187583.02083589,-108885081.59581603,-27709300.272627853,205733.2282974534,-25110.66651401632,970419047.4978305
1755,2018-08-28 12:30:00,452179548.7779227,-115960622.66818877,-24106094.9375726,-23733.556135898976,-1843.4324510355714,1016774795.3584932
1756,2018-08-28 12:45:00,463996316.3915932,-101020513.37429287,-31790891.03004202,-17915.98340163653,-2143.3922600337137,1028826383.3974931
1757,2018-08-28 13:00:00,478951796.1779177,-113891723.35829806,-25172995.477715287,-32057.242394667996,-952.4053304879714,1038382544.285608
1758,2018-08-28 13:15:00,447117774.5602627,-109272495.41599593,-27545176.188292887,-27288.73237632343,-856.9793249106915,1010892251.7673961
1759,2018-08-28 13:30:00,452227063.85945666,-102050929.37299292,-31259696.14114722,-32662.01727741865,-219.17061076778066,1013303420.4103099
1760,2018-08-28 13:45:00,433736435.76287687,-101840453.54201436,-31365947.092259694,-31330.017238635726,-99.67848495038584,997705193.8088678
1761,2018-08-28 14:00:00,427982968.2138972,-106633851.08873042,-28900137.133728515,-28554.364912755675,-2620.949094938718,990280876.0070636
1762,2018-08-28 14:15:00,461311158.5526305,-109056018.74900569,-27658040.784886952,-35635.78748402971,-2713.710221749713,1014496758.9047158
1763,2018-08-28 14:30:00,449370705.71347225,-109352399.17336781,-27504327.684097663,-33525.68791001023,-693.7108306187375,1006077012.6664836
1764,2018-08-28 14:45:00,492567147.7643566,-119703328.01898468,-22185630.057368454,-51465.87706363981,3038.191016789054,1043038470.7013713
1765,2018-08-28 15:00:00,535142226.342525,-115396677.78430335,-24405082.727065105,-56308.141282956,4895.03173720209,1084056245.2522633
1766,2018-08-28 15:15:00,217059125.67428985,-118554415.1113008,-22797628.197494287,107152.5954403946,-12743.989058002528,976249618.2191707
1767,2018-08-28 15:30:00,209024475.68296063,-111295198.99504079,-26530061.153119948,197755.1084044966,-15163.984672032522,1076015744.4210682
1768,2018-08-28 15:45:00,172187223.87648413,-109817447.27456938,-27286108.036005814,112634.29796805186,-16776.098632424237,924842196.0284787
1769,2018-08-28 16:00:00,501771927.6992974,-106309663.47154391,-29125714.289595135,-43426.29562673853,4221.11908771404,1058817028.7953699
1770,2018-08-28 16:15:00,488319851.2784656,-108772961.88058238,-27857420.521902014,-50255.7231693108,5629.3467028249215,1044631709.1969924
1771,2018-08-28 16:30:00,469080838.9629988,-108761119.45091239,-27912324.149435446,-47444.570609970324,3284.080736163578,1024536445.3496054
1772,2018-08-28 16:45:00,452833781.78851366,-101331191.33879778,-31731695.322584014,-41392.78830997561,1212.3743671948848,1008853609.0680039
1773,2018-08-28 17:30:00,344793876.80580443,-117110259.38710621,-23760902.731722794,-42991.81412692045,4210.1566990071515,912948442.2180668
1774,2018-08-28 17:45:00,314146588.1475494,-117291635.82557401,-23718388.94544381,-46271.38183505934,6258.722573058682,883297807.5376873
1775,2018-08-28 18:00:00,296077356.078397,-122347708.56330056,-21167050.94150934,-47860.019277047315,8673.375180812647,866331864.7849071
1776,2018-08-28 18:15:00,297319078.3603327,-110170593.73490949,-27429732.26460581,-46250.540264174604,7551.9854435428615,867314519.0133682
1777,2018-08-28 18:30:00,275839621.8907348,-117538599.64611283,-23638137.23496981,-48755.21682449929,4243.644304922965,842250989.6927919
1778,2018-08-28 18:45:00,218645489.97353467,-110386795.70519236,-27310053.631659623,-33388.11674307218,-833.5093780955797,791410827.3727287
1779,2018-08-28 19:00:00,152357572.59554484,-115456826.28135478,-24695447.901469715,-31996.612761912023,2069.018732616488,734616677.2640622
1780,2018-08-28 19:15:00,-53997445.86103587,-110990861.96701623,-26969952.946672115,74325.71870792947,-8104.428222370526,668569656.2492107
1781,2018-08-28 19:30:00,7954011.295850828,-103144052.60304317,-31066216.39292901,100051.13675039813,-9853.730116693769,754934329.1221533
1782,2018-08-28 19:45:00,360989909.3412895,-102153487.05230373,-31613767.62386769,-34380.06590947311,4467.414177758851,930654518.1942393
1783,2018-08-28 20:00:00,397465410.225217,-107228992.12415838,-29007428.688059952,-37667.88200760259,1564.2805290349763,959485973.5652393
1784,2018-08-28 20:15:00,413220522.89330024,-102144048.11340062,-31624253.483793475,-33311.20016443139,1618.3660068599188,977028322.406435
1785,2018-08-28 20:30:00,427679060.94611984,-102067767.50615911,-31665044.777914397,-38553.65783656788,4279.364799954262,990308556.0222695
1786,2018-08-28 20:45:00,448156934.0274132,-101956363.6110232,-31724547.056603365,-39782.49133616663,4041.0553318341945,1009639696.5068518
1787,2018-08-28 21:00:00,143916021.05746225,-107790512.9499987,-28691250.112334006,119415.61761591582,-14955.074189366354,905443404.7142637
1788,2018-08-28 21:15:00,150936002.09874123,-102938643.51052076,-31187233.142155714,217954.98122176403,-21314.806783084863,1027043779.9854543
1789,2018-08-28 21:30:00,148081084.84292898,-102865251.55763261,-31224699.427491177,132123.73617768436,-14723.812609560595,922817394.5042645
1790,2018-08-28 21:45:00,489731809.1672858,-101903054.5160003,-31756444.232938398,-33653.844506350746,2868.0676850133145,1048925298.1844754
1791,2018-08-28 22:00:00,490296830.6050086,-106902049.48830953,-29185580.849612996,-35239.01626167287,1899.7321281101065,1048414897.0327402
1792,2018-08-28 22:15:00,474615247.97857445,-101895453.35429123,-31758724.365247726,-36684.86632402943,2056.4130329025534,1031095585.3186533
1793,2018-08-28 22:30:00,444230303.55539227,-101795109.17528704,-31807056.17198279,-43500.218714763505,3359.0114709783147,1001341081.3825527
1794,2018-08-28 22:45:00,402552872.7681882,-101712849.86978509,-31844866.15875983,-40510.53060356143,4764.796633014204,967706705.1257168
1795,2018-08-28 23:00:00,303395179.5765753,-106804433.74752317,-29215631.98368012,-41592.60549332249,3840.9095573310633,870108744.3352972
1796,2018-08-28 23:15:00,-21117988.011102,-102959943.82221326,-31157774.01052977,79567.06912384676,-4307.588805356198,705289768.2243848
1797,2018-08-28 23:30:00,-93059447.66059744,-103239852.01474471,-31006066.01365019,70274.19316213585,-5427.3583560836805,623915833.4713688
1798,2018-08-28 23:45:00,6759567.852015801,-103126894.62560017,-31074932.30480863,36096.882228233466,-25664.99981620802,642193453.5896634
