,CreationTime,principal component 1,principal component 2,principal component 3,InBandwidth
603,2018-08-12 14:45:00,510298897.66183984,-97085691.50210243,-32486839.829502214,1175222535.024116
604,2018-08-12 15:00:00,510132370.62451726,-101955714.56111993,-29982226.118627287,1175829871.985834
605,2018-08-12 15:15:00,518661619.6919479,-96425965.0170294,-32827030.69839237,1183327076.0311985
606,2018-08-12 15:30:00,530377912.15008783,-89157750.36073075,-36566251.5933693,1196456967.2408402
607,2018-08-12 15:45:00,466008268.8837124,-96823816.46491684,-32616736.942456577,1133428574.9549265
608,2018-08-12 16:00:00,418162483.4919268,-109278058.57633612,-26206510.067782037,1082672326.5667202
609,2018-08-12 16:15:00,207991608.2069267,-96485846.47613741,-32762820.477820013,574943265.3005424
610,2018-08-12 16:30:00,182819395.96540332,-95975096.26949309,-33022778.16425756,556423474.6807305
611,2018-08-12 16:45:00,302376737.67559844,-101718913.38415901,-30081605.020762958,965221555.9592273
612,2018-08-12 17:00:00,277124851.17521346,-99186064.86734919,-31381497.216765508,939040309.3938524
613,2018-08-12 17:15:00,211742267.61746913,-94172544.49640384,-33952838.783687636,872248847.3189738
614,2018-08-12 17:30:00,173982611.17648104,-94015123.34265979,-34029726.07554518,835658819.875968
615,2018-08-12 17:45:00,159438863.23753893,-93945726.51854645,-34063850.45703541,819799388.9459479
616,2018-08-12 18:00:00,125247498.96547718,-98799936.67467557,-31563701.20034807,784749908.7865232
617,2018-08-12 18:15:00,-45882017.54196142,-93749313.54950564,-34139607.655492075,410731217.7344938
618,2018-08-12 18:30:00,-47842625.06235138,-86277527.08057712,-37985227.56701338,410152060.9947337
619,2018-08-12 18:45:00,149412649.5656863,-85710491.50827003,-38298053.47105491,810455162.1820687
620,2018-08-12 19:00:00,229829744.98907,-90540657.21799926,-35822625.934320055,893457552.2301482
621,2018-08-12 19:15:00,289168849.19672215,-85044033.5603259,-38659051.66972982,955748960.477116
622,2018-08-12 19:30:00,322911243.7819864,-85045459.27665412,-38661954.841524675,991852153.6240152
623,2018-08-12 19:45:00,346290753.40430534,-84730632.58022626,-38826385.00807978,1016558844.9202985
624,2018-08-12 20:00:00,363754932.7364004,-89576837.49713859,-36335921.53889895,1034804335.5866665
625,2018-08-12 20:15:00,194291370.1033765,-84400093.22799408,-38980072.883613884,584638693.4874936
626,2018-08-12 20:30:00,202277100.75218135,-84380189.05403568,-38991172.92108112,584839388.9001379
627,2018-08-12 20:45:00,367770929.10862803,-81457524.31062928,-40512019.26894957,1041426397.856651
628,2018-08-12 21:00:00,392010120.7119994,-86306965.80807365,-38020622.72524955,1067236477.733058
629,2018-08-12 21:15:00,397544690.2443169,-81307861.14378962,-40592199.501452476,1072778617.740457
630,2018-08-12 21:30:00,412412568.09539247,-81471096.05968589,-40538476.89454761,1087324242.3569832
631,2018-08-12 21:45:00,437115465.54774255,-81279670.18180776,-40610960.9122349,1114046941.0191655
632,2018-08-12 22:00:00,449482408.50276184,-86224097.2586386,-38069435.90607277,1125745586.6571343
633,2018-08-12 22:15:00,290779818.5611049,-81362603.02740532,-40552635.65096272,634539931.8902187
634,2018-08-12 22:30:00,286778459.27616304,-81080801.19681796,-40697132.059043825,629862217.2049173
635,2018-08-12 22:45:00,391213984.09295183,-80730029.74570714,-40888688.90658659,1067972457.7545732
636,2018-08-12 23:00:00,304312790.53080684,-85192424.29410817,-38584365.85690445,979316947.2379633
637,2018-08-12 23:15:00,235179237.58322972,-80298921.74820492,-41093585.15754258,906984748.3333246
638,2018-08-12 23:30:00,135143968.3650018,-85603975.33614188,-38354474.87299741,803270199.8253791
639,2018-08-12 23:45:00,49870970.53035897,-80760757.8530743,-40836093.03845847,714834470.0125287
640,2018-08-13 00:00:00,-48777580.720458336,-86384297.85284248,-37933363.40280262,551617215.9895655
641,2018-08-13 00:15:00,-132967948.93810269,-81583660.25217909,-40393195.284792684,471267425.69137406
642,2018-08-13 00:30:00,-221173539.99136183,-82130482.45885734,-40102458.087319255,389705781.55591226
643,2018-08-13 00:45:00,-278591663.8278654,-82399350.11612906,-39957989.59117056,335152750.62031364
644,2018-08-13 01:00:00,-337113135.42274755,-87932961.133533,-37105806.85461185,282105484.09792143
645,2018-08-13 01:15:00,-386999765.28114355,-83705835.53459397,-39274387.79543448,235192621.86005425
646,2018-08-13 01:30:00,-479419026.52744114,-84016663.66515924,-39104560.199222654,174176592.83570856
647,2018-08-13 01:45:00,-502438308.02270544,-83490486.2100634,-39372684.72270697,150780369.03168058
648,2018-08-13 02:00:00,-471194509.9307313,-88272160.44216155,-36916901.9151029,154096892.78608924
649,2018-08-13 02:15:00,-506257723.13616204,-83349084.45022392,-39444999.44069182,123214657.38063668
650,2018-08-13 02:30:00,-528306283.11987436,-83338638.2793605,-39447993.83788025,102894513.64419912
651,2018-08-13 02:45:00,-538181783.7544112,-82382286.10335465,-39938770.12086667,94182015.58391742
652,2018-08-13 03:00:00,-574601865.9188652,-90944420.06729837,-35518714.83781663,69406606.21007374
653,2018-08-13 03:15:00,-582538318.2690607,-81954562.95611687,-40153958.953607045,60384495.87818999
654,2018-08-13 03:30:00,-568332837.1752622,-81989586.94634874,-40137478.5987951,67589154.27315083
655,2018-08-13 03:45:00,-570546261.767124,-81653023.55196793,-40310330.47392153,65218321.65515024
656,2018-08-13 04:00:00,-576463135.8973037,-86975038.8749367,-37572642.812912904,59795450.37891413
657,2018-08-13 04:15:00,-577567103.6143932,-82067291.29318598,-40150589.38361663,59048597.49577601
658,2018-08-13 04:30:00,-581925185.9926744,-82088214.12884064,-40139358.910238646,54864515.33976935
659,2018-08-13 04:45:00,-594775906.9424601,-82019630.00704366,-40173245.21010311,46879168.89936832
660,2018-08-13 05:00:00,-592416294.2377012,-86948754.50322542,-37638509.27928757,48200942.73464514
661,2018-08-13 05:15:00,-571844598.1100003,-81866897.87229411,-40254265.799129106,65820879.25066995
662,2018-08-13 05:30:00,-569344379.4077965,-81820421.53117654,-40278438.3072126,66951981.84309064
663,2018-08-13 05:45:00,-554084898.2194027,-81701900.96761526,-40341037.93791628,81380094.49767295
664,2018-08-13 06:00:00,-538080965.5931005,-86576897.63636586,-37835610.62022357,97185925.87618336
665,2018-08-13 06:15:00,-510134200.2284119,-81547088.00765826,-40425396.01773718,122728041.76964328
666,2018-08-13 06:30:00,-486714316.7959062,-80769344.5855785,-40827906.704606265,143008998.25598904
667,2018-08-13 06:45:00,-457157003.5380511,-80710770.95843537,-40861218.080056466,170440120.52842924
668,2018-08-13 07:30:00,-459804116.04709464,-79590522.90335353,-41437053.05385287,207228895.2775749
669,2018-08-13 07:45:00,-352784646.64197093,-79308702.64981759,-41593539.80922183,271203717.8174562
670,2018-08-13 08:00:00,-336713393.84213954,-83836420.8941668,-39266721.2106865,285003255.5292918
671,2018-08-13 08:15:00,-306152221.053311,-78779972.74112749,-41870488.97228345,313205592.98110783
672,2018-08-13 08:30:00,-288180938.00740767,-78367950.39686838,-42084325.14478392,328989879.71292275
673,2018-08-13 08:45:00,-267212627.83189026,-78285508.23177107,-42128984.77091153,348762969.7182794
674,2018-08-13 09:00:00,-347824341.26758015,-83079350.43714035,-39654859.79100518,331407703.96773964
675,2018-08-13 09:15:00,-318853336.24213797,-77644544.75336063,-42453034.407190755,371794270.968605
676,2018-08-13 09:30:00,-122471757.8242721,-77124912.43112673,-42741469.17856841,485716365.06784177
677,2018-08-13 09:45:00,-55849082.377804,-76762676.5398452,-42934947.83400257,544844636.959362
678,2018-08-13 10:00:00,20569473.565952998,-81728571.1253368,-40389287.47403472,620147675.0950254
679,2018-08-13 10:15:00,74305517.00312208,-84255826.57345235,-39095343.4654398,666245925.6278813
680,2018-08-13 10:30:00,120389610.08947001,-85407314.84480748,-38498573.610156365,709879254.5431489
681,2018-08-13 10:45:00,-88070772.31393999,-86909206.33383076,-37713198.59318544,629416883.1177039
682,2018-08-13 11:00:00,-98173262.50535099,-100094400.55183062,-30931116.94203503,620544214.3695747
683,2018-08-13 11:15:00,119955159.55606264,-93081410.83531551,-34561366.01169824,712216392.8082916
684,2018-08-13 11:30:00,131221863.13089286,-86669515.49074915,-37860145.00590338,721168871.1966798
685,2018-08-13 11:45:00,142178106.54089123,-86596934.5455762,-37898653.348423235,731892663.6642544
686,2018-08-13 12:00:00,148064760.61107227,-99707064.30242236,-31156902.156345084,739325632.5993836
687,2018-08-13 12:15:00,158494850.50282663,-96221246.78956486,-32947562.715208385,751719686.8163861
688,2018-08-13 12:30:00,170917518.52336124,-117906106.87003256,-21799814.65674155,763475976.7319858
689,2018-08-13 12:45:00,180906689.65649095,-125381815.9746064,-17956222.263056494,772381116.5364847
690,2018-08-13 13:00:00,197664304.8204132,-109061072.71191879,-26351595.59791203,784695948.769047
691,2018-08-13 13:15:00,-60582867.545984924,-119232648.36173478,-21092593.55174566,671096885.04387
692,2018-08-13 13:30:00,-52355059.135128535,-98179258.65812264,-31920992.634258144,672530096.627153
693,2018-08-13 13:45:00,99376884.82134831,-103938406.58568439,-28975507.2331116,729252124.1222003
694,2018-08-13 14:00:00,133480309.14077312,-94888893.58623573,-33633263.22562841,722181826.4458624
695,2018-08-13 14:15:00,172919298.8835741,-96551305.7133203,-32782557.267168947,757468751.1735054
696,2018-08-13 14:30:00,217762598.27432868,-89104948.69308144,-36616965.88215759,805923238.8383024
697,2018-08-13 14:45:00,226522534.62070328,-115277378.92655855,-23157741.569225512,812060046.531186
698,2018-08-13 15:00:00,-1323869.1645336004,-106080892.17719589,-27862776.268798906,735493761.4767585
699,2018-08-13 15:15:00,-8809401.585673759,-108499138.35760646,-26618293.063138697,726874705.848211
700,2018-08-13 15:30:00,274028241.412198,-107718744.74992812,-27050178.983604357,858109227.0048941
701,2018-08-13 15:45:00,253531020.8637202,-92491936.44985604,-34878939.389537014,836873645.1794678
702,2018-08-13 16:00:00,217617283.24163786,-97501358.37008157,-32298778.255817603,800082263.4813048
703,2018-08-13 16:15:00,210100134.42718306,-106655638.13613294,-27590030.121401265,792351675.9631912
704,2018-08-13 16:30:00,220563764.56103277,-99621952.78042008,-31208499.72843725,804103306.183915
705,2018-08-13 17:15:00,196188417.7310697,-99599480.38762483,-31198349.161728352,776023267.2554152
706,2018-08-13 17:30:00,187041002.11124915,-108634789.38163975,-26569693.999716647,769605253.9102602
707,2018-08-13 17:45:00,194938575.58779404,-100898186.49385282,-30549389.31672088,775750634.7614733
708,2018-08-13 18:00:00,213483602.5878668,-105228577.31110412,-28324320.359322034,798886882.3833071
709,2018-08-13 18:15:00,211579950.14814067,-92722252.3540219,-34755971.360442966,794177505.6511067
710,2018-08-13 18:30:00,216321418.7123523,-92640007.31985402,-34798779.93422481,803084970.4385077
711,2018-08-13 18:45:00,195410715.4071779,-92450655.81961972,-34893904.12846255,784546568.8789724
712,2018-08-13 19:00:00,-75555421.96510687,-105189348.20982121,-28313289.5174081,649596618.3413111
713,2018-08-13 19:15:00,-83852277.46481963,-100275031.42461003,-30839752.541235328,701991578.3291184
714,2018-08-13 19:30:00,-84780222.26663417,-84743470.06200096,-38878236.21028265,713512528.5724242
715,2018-08-13 19:45:00,-118323419.02234986,-84600680.67992042,-38948074.05704173,617653903.2736799
716,2018-08-13 20:00:00,124368928.7924108,-91320332.33184,-35518447.8715029,711375013.5783322
717,2018-08-13 20:15:00,142059455.8349449,-83966800.97274946,-39302188.689378664,728506937.1997617
718,2018-08-13 20:30:00,194527522.83161557,-84359215.49880393,-39106034.465977564,776335243.9534862
719,2018-08-13 20:45:00,-37026520.24216675,-85278418.4495602,-38608288.28416893,703105685.0489906
720,2018-08-13 21:00:00,-16214771.546035888,-90347686.69498704,-36003467.91660401,725952510.1973437
721,2018-08-13 21:15:00,261368002.28677008,-84192630.81230296,-39198913.589479305,838229603.6855856
722,2018-08-13 21:30:00,281748068.17149246,-84126748.06326143,-39234990.8141779,859149300.4734904
723,2018-08-13 21:45:00,311427269.898924,-83846524.52963568,-39382307.81505635,887694331.9328207
724,2018-08-13 22:00:00,337962128.7196443,-88499081.2040052,-36992416.140074775,908928683.1202775
725,2018-08-13 22:15:00,339006997.06034666,-83320003.80710559,-39656066.70079516,909790400.1993935
726,2018-08-13 22:30:00,320988680.65488756,-83153625.60179485,-39739690.5738387,891370863.4827988
727,2018-08-13 22:45:00,262778587.07825872,-83188027.88121861,-39715722.20070876,838791480.8444709
728,2018-08-13 23:00:00,-43640596.97843208,-88489324.40560906,-36956245.12626105,687225600.9758081
729,2018-08-13 23:15:00,-106522862.77924837,-83399140.18815163,-39567290.51501397,607212422.9383429
730,2018-08-13 23:30:00,18362873.75950037,-82901738.20455913,-39836598.26229129,611626677.2111963
731,2018-08-13 23:45:00,-64166342.19676642,-83363984.1645967,-39589971.26396174,534648541.1025634
732,2018-08-14 00:00:00,-126612423.83593105,-88826886.54272799,-36773730.74615666,477268074.37195593
733,2018-08-14 00:15:00,-196586588.27747336,-84524059.93752518,-38979077.937535904,410969590.67473865
734,2018-08-14 00:30:00,-269703683.9183435,-84832052.91191396,-38812796.504866,344852266.79784817
735,2018-08-14 00:45:00,-322384504.97991526,-85129358.1653781,-38654214.41386192,295638539.8782025
736,2018-08-14 01:00:00,-363654265.57876265,-91198490.35315223,-35528480.01429205,256970701.2658265
737,2018-08-14 01:15:00,-400409894.83226323,-86485885.47432359,-37948153.75625622,223066278.8684256
738,2018-08-14 01:30:00,-434536547.3714123,-86540755.30960865,-37916254.64052143,189919284.10904768
739,2018-08-14 01:45:00,-509176132.14540464,-87300268.73945536,-37517591.109913796,142635325.3577101
740,2018-08-14 02:00:00,-525817100.2177491,-92427664.65680155,-34878839.2516883,121277920.42680876
741,2018-08-14 02:15:00,-504819273.31437016,-87334682.67113942,-37500366.92053529,125744774.06643853
742,2018-08-14 02:30:00,-521114935.7281534,-87385357.6132982,-37472547.52424997,110698509.93894829
743,2018-08-14 02:45:00,-560088744.4229728,-87386911.21032195,-37467544.16257352,84328808.81156583
744,2018-08-14 03:00:00,-568082593.5780224,-92306626.98284976,-34936527.870486744,82629093.06707346
745,2018-08-14 03:15:00,-572690103.9681442,-87312674.83471014,-37504364.53158529,69600779.97132817
746,2018-08-14 03:30:00,-557810500.4280188,-87260498.73841654,-37532802.86538719,76997280.07908872
747,2018-08-14 03:45:00,-566057704.8664161,-87195533.66403247,-37565323.414463215,70106567.03404821
748,2018-08-14 04:00:00,-569919750.4207739,-92099919.5187551,-35042639.50831551,66271919.06826914
749,2018-08-14 04:15:00,-574834008.996257,-87101702.97293793,-37612633.43039645,61802711.25628953
750,2018-08-14 04:30:00,-581005267.7030346,-86890706.81613207,-37720481.26541877,56014151.27342481
751,2018-08-14 04:45:00,-595341715.9475358,-86554173.4954671,-37892011.08201342,44949416.88986088
752,2018-08-14 05:00:00,-595523456.9351488,-91343744.89363527,-35428771.39993329,45749523.81832141
753,2018-08-14 05:15:00,-574318621.4301072,-86261100.6380016,-38003654.31715645,62721022.14282665
754,2018-08-14 05:30:00,-568545508.2467226,-86160402.13545664,-38097411.78317337,68364924.74949442
755,2018-08-14 05:45:00,-558195612.6033931,-86013873.35688926,-38173885.6078872,78341784.41126947
756,2018-08-14 06:00:00,-541578819.2099717,-90852128.1459016,-35687420.87398406,92844710.72458334
757,2018-08-14 06:15:00,-511917803.82014185,-85692281.38301598,-38344267.821359284,119960425.35604843
758,2018-08-14 06:30:00,-493340609.2604876,-85545370.01370625,-38421825.90906476,137684839.09970847
759,2018-08-14 07:15:00,-481269416.9552751,-85208423.34227099,-38596408.7694522,177633152.12163603
760,2018-08-14 07:30:00,-391804581.37831575,-84567908.63452978,-38935472.577124044,233310450.70593905
761,2018-08-14 07:45:00,-367866527.5044421,-84377452.65977532,-39036003.72617626,254409692.41512403
762,2018-08-14 08:00:00,-337917145.6222285,-89242845.64383534,-36537020.29968473,281309322.1374172
763,2018-08-14 08:15:00,-324567652.19411933,-84108559.83224653,-39178962.96568183,295121599.9910204
764,2018-08-14 08:30:00,-299799699.8499936,-84021678.32259665,-39226315.67704548,318553663.08686084
765,2018-08-14 08:45:00,-402258328.56587756,-83509808.4005488,-39472137.11761136,282763473.5253138
766,2018-08-14 09:00:00,-371075275.7447216,-87680494.0503907,-37336925.798211545,318609700.94615704
767,2018-08-14 09:15:00,-195091581.31019652,-82228830.47611459,-40153286.47637131,417019826.80773896
768,2018-08-14 09:30:00,-129229028.58893816,-81755374.73246565,-40410239.94758912,480165378.18329954
769,2018-08-14 09:45:00,-99823891.29503605,-81153878.66461726,-40722750.74164868,508337916.94323444
770,2018-08-14 10:00:00,-28379509.06643681,-85362490.57923074,-38566015.43838162,571003050.5629712
771,2018-08-14 10:15:00,18586040.07840309,-82337760.06935126,-40126663.213584825,612397943.5907446
772,2018-08-14 10:30:00,51629985.038880646,-86637046.53318648,-37919153.537991665,643771916.9629798
773,2018-08-14 10:45:00,-145488823.88906848,-94176192.72046512,-34020572.49133492,569809227.338744
774,2018-08-14 11:00:00,-140904193.0926197,-92529829.07007195,-34867766.96736139,584729927.5148245
775,2018-08-14 11:15:00,92366082.53936295,-94166922.13735555,-34051017.4060665,684576661.3878881
776,2018-08-14 11:30:00,81308452.6847599,-114741840.5122981,-23462025.152020823,678128998.3391037
777,2018-08-14 11:45:00,107636522.32040222,-86507526.3306951,-37991799.10496493,699250899.0210446
778,2018-08-14 12:00:00,145455023.91932762,-99326786.86700925,-31403084.20138485,735727514.5888171
779,2018-08-14 12:15:00,161044680.8130108,-104565017.8943184,-28710805.686557807,750145948.0748782
780,2018-08-14 12:30:00,168676150.01847124,-79674778.5247096,-41512384.24854823,757252255.3752848
781,2018-08-14 12:45:00,-105170735.28628036,-87505766.83190572,-37455434.39865986,624166485.5114348
782,2018-08-14 13:00:00,-120237860.40193368,-92624211.85470243,-34821452.030897036,611655510.959939
783,2018-08-14 13:15:00,145696572.84339982,-87071675.24137254,-37705770.73706636,735528482.2819692
784,2018-08-14 13:30:00,153777848.39907408,-79530807.13766627,-41584822.23049851,742411855.6120787
785,2018-08-14 13:45:00,198762680.3970325,-80077696.07199405,-41308419.67834435,785637518.0402488
786,2018-08-14 14:00:00,216240325.60441628,-85668393.51014796,-38435075.15796766,801697801.6481253
787,2018-08-14 14:15:00,268203903.21954593,-87460569.02693509,-37518984.97304042,847970494.9322276
788,2018-08-14 14:30:00,321604400.50558496,-82855286.8315252,-39893188.3477152,895739683.2429029
789,2018-08-14 14:45:00,51812109.06776098,-92433075.376418,-34935121.48682381,816814366.8477112
790,2018-08-14 15:00:00,59970287.96986006,-86485489.8177227,-37997955.45044432,821667675.1246043
791,2018-08-14 15:15:00,380435769.9205702,-95013476.78925358,-33646719.49272816,948148732.5932317
792,2018-08-14 15:30:00,365538959.5873514,-102224220.82129546,-29936711.75550171,942113973.7312963
793,2018-08-14 15:45:00,339508463.56436265,-95090326.79381706,-33602782.230775595,917652780.206873
794,2018-08-14 16:00:00,325362946.7810879,-107031614.7255815,-27450451.16558977,903373091.054306
795,2018-08-14 16:15:00,316883116.81427705,-94573228.79901753,-33866279.62385445,894179696.7719524
796,2018-08-14 16:30:00,325901903.2525174,-94666454.62495328,-33819307.68524187,898565052.5934939
797,2018-08-14 16:45:00,46247252.33171324,-102662843.53190619,-29676654.02409158,804156278.3321593
798,2018-08-14 17:00:00,16751316.030188853,-100264970.68242827,-30897132.009556804,762237173.6451615
799,2018-08-14 17:15:00,232218330.87763703,-94291239.7461411,-34002173.69891715,810344519.5706884
800,2018-08-14 17:30:00,218753624.8247444,-101317310.5981109,-30387300.36057672,799105073.7881893
801,2018-08-14 17:45:00,227724896.00436002,-86713725.27150752,-37892357.15343919,810787335.3745388
802,2018-08-14 18:00:00,216342033.78849563,-91894782.49543935,-35236111.73985143,801888106.4218558
803,2018-08-14 18:15:00,222526536.0979591,-78518127.72903685,-42116239.771210365,799768356.7221397
804,2018-08-14 18:30:00,259520751.6542401,-78939047.70934364,-41903754.53498117,835315863.6579722
805,2018-08-14 18:45:00,228930879.00090498,-78512229.78834176,-42119959.744936995,809890468.1396035
806,2018-08-14 19:00:00,-55929429.23195705,-84011327.60954641,-39261076.00077054,696521151.5419301
807,2018-08-14 19:15:00,-47738878.92101955,-79061514.38935624,-41858478.86990767,700591379.0275282
808,2018-08-14 19:30:00,279958516.82991284,-78189437.72335465,-42342357.38998294,859318820.7059113
809,2018-08-14 19:45:00,378848174.4261134,-77948005.7055942,-42477189.5579566,954827250.830248
810,2018-08-14 20:00:00,438256799.26055264,-82709794.96992162,-40034664.089642316,1008965330.356285
811,2018-08-14 20:15:00,462381771.3760981,-77719695.08140795,-42603613.04456326,1029747460.8530363
812,2018-08-14 20:30:00,469844188.5974367,-77273495.54525211,-42833894.94157532,1031678381.4247977
813,2018-08-14 20:45:00,117153863.85003881,-78388970.70811038,-42222131.15827434,891643850.0003303
814,2018-08-14 21:00:00,152458824.66859403,-83261140.89724976,-39720235.66227428,930437270.8984246
815,2018-08-14 21:15:00,518895545.1446567,-77377624.3711071,-42785628.32207579,1077249798.549006
816,2018-08-14 21:30:00,525440941.77737147,-77341189.79435758,-42805070.75389902,1082190464.749226
817,2018-08-14 21:45:00,505248055.33430666,-76989070.19505455,-42983982.65091147,1066317540.4640787
818,2018-08-14 22:00:00,506196216.92212313,-81795947.41347991,-40511965.46352489,1068638333.0785277
819,2018-08-14 22:15:00,490740275.71767443,-76552350.51526883,-43207021.41849205,1053490524.4294869
820,2018-08-14 22:30:00,460716676.4656051,-76586932.53169698,-43185999.69731333,1022793063.608631
821,2018-08-14 22:45:00,85199451.94386142,-77548011.72564696,-42651182.39669609,844565844.600844
822,2018-08-14 23:00:00,44225854.62791671,-87585534.69827797,-37484589.93620062,792244864.9601222
823,2018-08-14 23:15:00,262453758.22263217,-76738979.67663245,-43086424.32293537,835882357.9990664
824,2018-08-14 23:30:00,160251998.43228212,-76701922.74925263,-43094458.98179958,741132641.7775754
825,2018-08-14 23:45:00,65470147.66806641,-77149430.6219125,-42854090.05350635,653512561.9790287
826,2018-08-15 00:00:00,-15599385.733899992,-82683900.37167941,-39999035.82997626,578593561.5558164
827,2018-08-15 00:15:00,-102582588.14273052,-78111568.72177163,-42341152.15230986,497393958.2759193
828,2018-08-15 00:30:00,-167187352.24566513,-78841038.07684913,-41959028.46843792,436787081.4491266
829,2018-08-15 00:45:00,-234036949.296958,-79153533.62972265,-41791106.223433286,374757429.1270504
830,2018-08-15 01:00:00,-282846000.6075426,-84869192.08473995,-38846346.81937258,331478151.11580306
831,2018-08-15 01:15:00,-325287077.05086356,-80070145.61537251,-41309862.67847061,291661627.7602377
832,2018-08-15 01:30:00,-379591715.77838576,-80265856.02525939,-41203353.75586085,241985583.14343125
833,2018-08-15 01:45:00,-478128291.04426,-80773031.58500147,-40931886.945927635,176755530.77330682
834,2018-08-15 02:00:00,-504961650.5267673,-85825218.48012924,-38330714.469795056,147574292.97797093
835,2018-08-15 02:15:00,-472161519.15731776,-80893982.6671522,-40870333.07292476,155931219.11751857
836,2018-08-15 02:30:00,-491179480.3745626,-81620510.22298686,-40494637.334961995,138484381.78145018
837,2018-08-15 02:45:00,-507303859.75043315,-81685849.712547,-40459295.15640846,123482339.29210766
838,2018-08-15 03:00:00,-551127308.6166648,-86720016.14527014,-37865554.17695643,96141002.20699504
839,2018-08-15 03:15:00,-562807401.9663893,-81904671.56696941,-40340769.204074815,85740096.77926081
840,2018-08-15 03:30:00,-543731772.1688571,-81992954.13581419,-40297425.86582855,91051020.94622141
841,2018-08-15 03:45:00,-552607948.36129,-81672996.69334246,-40461018.20337198,83845228.54693502
842,2018-08-15 04:00:00,-558350949.2390312,-86642437.24929622,-37904674.95306181,77907996.32376641
843,2018-08-15 04:15:00,-557009898.0806757,-81733626.13443044,-40483432.89160086,79347271.96747564
844,2018-08-15 04:30:00,-559734884.9179385,-81488888.06707795,-40609005.23373465,75896138.28441678
845,2018-08-15 04:45:00,-579647850.559802,-81473119.13014698,-40614967.80139761,62691868.29314969
846,2018-08-15 05:00:00,-577656952.071619,-86443408.15878157,-38059020.19302271,68237591.37950267
847,2018-08-15 05:15:00,-575256621.1001245,-81421930.427401,-40641766.78504486,67687818.79374574
848,2018-08-15 05:30:00,-545449795.903974,-81317459.35994413,-40698710.082442336,89642587.89648828
849,2018-08-15 05:45:00,-529948307.7839403,-81243611.1341317,-40738361.01199965,105720799.52387498
850,2018-08-15 06:00:00,-505443002.19610524,-86152756.14504579,-38216288.82200742,127956645.30826956
851,2018-08-15 06:15:00,-484446321.03597707,-81079901.03418379,-40827462.56764634,146072021.19723445
852,2018-08-15 06:30:00,-457895051.1383517,-80998635.60719125,-40872120.23691908,170907555.53385326
853,2018-08-15 06:45:00,-418703844.8639963,-80513604.41327706,-41125793.00753328,207453399.16811523
854,2018-08-15 07:00:00,-380040466.1325805,-85005139.23602168,-38820019.02577162,243352846.094235
855,2018-08-15 07:15:00,-331262639.0683593,-79923412.65075669,-41438751.12235527,288793995.11495507
856,2018-08-15 07:30:00,-415331220.2571903,-80067546.65251768,-41355544.325581595,263100450.76644403
857,2018-08-15 07:45:00,-394622274.8424524,-79724161.46475856,-41534374.11365031,290347156.04882765
858,2018-08-15 08:00:00,-248891923.70486933,-84316076.69178283,-39188539.901933916,363545309.7743151
859,2018-08-15 08:15:00,-215295180.08851114,-79211818.44273366,-41817223.02526721,395507734.14052767
860,2018-08-15 08:30:00,-189825005.8529224,-79128217.49932657,-41862964.10234856,419407839.5630751
861,2018-08-15 08:45:00,-310330025.5814856,-79423533.28310388,-41698069.12728857,384040797.08485657
862,2018-08-15 09:00:00,-292483512.4639217,-83931737.63587697,-39381473.8903158,408563540.31064504
863,2018-08-15 09:15:00,-68100059.64739878,-77773452.1551571,-42572829.767703965,535625691.8229914
864,2018-08-15 09:30:00,-9904788.56362424,-77301423.9133242,-42821865.51926755,585344562.6432233
865,2018-08-15 09:45:00,41980737.044091955,-77151988.03552596,-42904313.90147116,631818326.4992718
866,2018-08-15 10:00:00,117176048.60564668,-81014201.9617886,-40926132.05870417,705326901.4356557
867,2018-08-15 10:15:00,182850632.8307251,-75497978.00886418,-43770143.29748418,768813967.4928715
868,2018-08-15 10:30:00,230972014.43352082,-74724069.78090039,-44173344.166013815,814835818.5575787
869,2018-08-15 10:45:00,263067143.87290242,-74769844.29480496,-44153263.82947238,841715162.0211693
870,2018-08-15 11:00:00,-2204904.5118307057,-80124540.35546857,-41370758.33650519,740087163.0594715
871,2018-08-15 11:15:00,14988093.036251273,-75121532.1461093,-43945600.49771874,755906800.3631847
872,2018-08-15 11:30:00,309188697.25880843,-74046195.78831612,-44530400.54023689,885751708.6925198
873,2018-08-15 11:45:00,339890062.8113133,-74226238.89063646,-44441117.69821818,911349400.422134
874,2018-08-15 12:00:00,354321927.07660866,-78959265.8262656,-42008535.52337751,927908370.9477992
875,2018-08-15 12:15:00,378262733.74317545,-73843858.32813455,-44641912.09521048,948096702.2926949
876,2018-08-15 12:30:00,425863349.54203117,-73635893.40888497,-44750821.5395557,984166004.23994
877,2018-08-15 12:45:00,421622724.89081275,-73776037.2361613,-44681468.090835266,984443522.836358
878,2018-08-15 13:00:00,422646951.1619086,-78960018.32455912,-42015519.93351014,982754252.6803349
879,2018-08-15 13:15:00,64714505.647326685,-75012696.09025346,-44006928.46416878,835173627.8763916
880,2018-08-15 13:30:00,38473314.203831345,-74534792.26675843,-44249880.57599548,805498675.5716193
881,2018-08-15 13:45:00,377953220.9193425,-73975422.45625666,-44574221.05270372,947349838.0158284
882,2018-08-15 14:00:00,381957348.9283749,-78563397.73187727,-42215113.70122797,948242220.6523461
883,2018-08-15 14:15:00,403324465.07772976,-73615384.67766716,-44762121.56302395,965687887.5463806
884,2018-08-15 14:30:00,433689130.4465586,-73368667.55282696,-44892279.40153799,995006214.6356641
