,CreationTime,principal component 1,principal component 2,InBandwidth
1408,2018-08-22 12:45:00,358146669.79804087,-113934592.0832344,925993932.7104787
1409,2018-08-22 13:00:00,372453171.5527868,-118662900.11321273,938170120.775554
1410,2018-08-22 14:30:00,368539464.0949431,-113063548.89040403,931896054.2846891
1411,2018-08-22 14:45:00,397430689.60279226,-120874472.12621616,958332684.3177627
1412,2018-08-22 16:15:00,315644012.24306977,-112033313.52683054,887713947.8799143
1413,2018-08-22 16:30:00,273455566.9134025,-110946210.45799251,846140666.9790164
1414,2018-08-22 16:45:00,238329544.6989324,-109298203.38225584,816451157.4934736
1415,2018-08-22 17:00:00,200885947.42174023,-124709660.06759213,780889886.7999272
1416,2018-08-22 17:15:00,206920414.9998578,-109301025.03108095,784197661.5662309
1417,2018-08-22 18:00:00,169658533.3181487,-114298713.18952931,751674146.5090957
1418,2018-08-22 18:15:00,138461312.15094623,-109399994.37941784,722514768.9290189
1419,2018-08-22 18:30:00,135808600.05558813,-109377643.89975013,721960321.7207273
1420,2018-08-22 18:45:00,119163267.04423447,-109399007.52723509,705747104.1110821
1421,2018-08-22 19:00:00,93307355.75947349,-114247536.7620216,683362112.5537375
1422,2018-08-22 20:30:00,357936912.22160816,-109347791.90912923,926037879.7917897
1423,2018-08-22 20:45:00,391527962.91353387,-109354623.52176471,957678108.8729948
1424,2018-08-22 22:15:00,466438427.5037506,-108524010.91210943,1022832623.6852953
1425,2018-08-22 22:30:00,449963458.3164753,-108489611.73832774,1007806272.7467926
1426,2018-08-22 22:45:00,423234340.1188062,-108073291.8439088,980116121.3601742
1427,2018-08-23 00:00:00,11798506.035950907,-119567358.61039661,605519140.7839693
1428,2018-08-23 00:15:00,-68114154.41981313,-109977002.80899593,530980853.5036838
1429,2018-08-23 00:30:00,-153819123.5069955,-110361672.9271661,466070479.9655669
1430,2018-08-23 00:45:00,-231741017.02009913,-110963357.6226451,410652551.48028207
1431,2018-08-23 01:00:00,-295515655.3068748,-116273590.13373011,319584034.56662714
1432,2018-08-23 01:15:00,-337616861.05303115,-111624614.34075032,281071812.55525804
1433,2018-08-23 01:30:00,-381995945.34239465,-111921351.75091149,241749693.7348317
1434,2018-08-23 02:15:00,-473448570.6737331,-112974293.95734313,154069200.13479963
1435,2018-08-23 02:30:00,-488429489.14065355,-112694703.99346441,139723027.703025
1436,2018-08-23 02:45:00,-506725498.73040175,-112795640.00910532,124359931.76456244
1437,2018-08-23 03:00:00,-519179883.4752222,-117902541.42592621,114257461.43661514
1438,2018-08-23 03:15:00,-529276297.82254374,-113078218.93134506,103873408.87378988
1439,2018-08-23 04:00:00,-549386888.8694775,-118123712.9664424,85124324.958863
1440,2018-08-23 04:15:00,-550461556.152675,-113221569.4021279,84624471.72397454
1441,2018-08-23 04:30:00,-557502071.1030934,-112892006.48621279,78809943.18840954
1442,2018-08-23 04:45:00,-552941353.6645129,-112890700.74094518,81305437.4921235
1443,2018-08-23 05:00:00,-550981986.8740178,-117700088.70485789,83423625.1725608
1444,2018-08-23 06:15:00,-472395322.354269,-112146653.38911717,158591171.05244386
1445,2018-08-23 06:30:00,-454633566.0295298,-111725091.80362594,174629238.87092862
1446,2018-08-23 06:45:00,-421269316.95427716,-111547578.65863672,203923591.12773818
1447,2018-08-23 07:00:00,-388154029.06248915,-116172452.97895919,235905776.3492473
1448,2018-08-23 07:15:00,-363872537.80785245,-111091410.97987343,256679280.81518847
1449,2018-08-23 07:30:00,-308982152.4862373,-110929456.23567156,307080082.90709984
1450,2018-08-23 08:15:00,-203136577.1164303,-110720993.64955182,405706365.7070376
1451,2018-08-23 08:30:00,-164106575.93793666,-110208623.94130424,441964422.420325
1452,2018-08-23 08:45:00,-109231178.72498174,-109303543.50089428,493585719.57200086
1453,2018-08-23 09:00:00,-42908960.42873424,-114103438.4915664,559812704.7849939
1454,2018-08-23 10:15:00,331295608.9750006,-113095357.13602668,896823099.0393748
1455,2018-08-23 10:30:00,371168078.3575465,-120099179.24391438,939180466.3217447
1456,2018-08-23 10:45:00,411320027.52172,-113685735.77590694,984882850.8301148
1457,2018-08-23 11:00:00,436597261.99811476,-128377432.3422159,999513573.4481033
1458,2018-08-23 11:15:00,428394157.3659104,-114724791.92183535,1019971510.085432
1459,2018-08-23 12:00:00,514325345.584929,-120778707.00615837,1083508867.6123133
1460,2018-08-23 12:15:00,506678510.95748025,-108784703.1372746,1063263334.2136658
1461,2018-08-23 12:45:00,505788809.90598357,-123490104.3405085,1061794307.7788769
1462,2018-08-23 13:00:00,525605444.56506056,-121263692.37170385,1083644565.2819862
1463,2018-08-23 13:15:00,500050320.40013415,-110511620.87794179,1054799324.6961547
1464,2018-08-23 14:00:00,497728214.99273485,-114738070.5936216,1056407081.7501208
1465,2018-08-23 15:30:00,591929638.1117022,-127185975.80795962,1140762861.855673
1466,2018-08-23 16:15:00,510591981.66241,-125260755.42702116,1066302736.0377221
1467,2018-08-23 16:30:00,482502417.2295803,-125114446.05606037,1034667515.445165
1468,2018-08-23 16:45:00,109217040.55325273,-111964197.90614519,856357419.4877906
1469,2018-08-23 17:30:00,314930795.45188177,-109373839.82564649,886300285.1475524
1470,2018-08-23 17:45:00,254887575.93063834,-109171344.77261548,831525668.5784646
1471,2018-08-23 18:30:00,243608450.3833432,-109461044.84054084,821471844.2569821
1472,2018-08-23 18:45:00,225918720.1528855,-109525254.82348223,804515397.1417422
1473,2018-08-23 19:00:00,173961267.4009378,-114720549.85108562,754761235.081788
1474,2018-08-23 19:15:00,183529568.57708472,-109785628.66702867,767317994.1168251
1475,2018-08-23 20:15:00,451358456.93615854,-109173458.69128352,1016131937.5959053
1476,2018-08-23 20:30:00,484344776.03805435,-109206949.69032912,1045001489.0657928
1477,2018-08-23 20:45:00,486857715.8433853,-109195655.85708834,1046069330.8382883
1478,2018-08-23 21:00:00,514137497.0548507,-118611544.83303903,1068638604.6476626
1479,2018-08-23 21:15:00,547154625.6510996,-109407581.40620324,1100544590.716337
1480,2018-08-23 22:30:00,519804755.217154,-109103481.41638736,1076107580.51432
1481,2018-08-23 22:45:00,505424893.80670184,-109094044.61450817,1062621295.1213106
1482,2018-08-23 23:00:00,458029938.8943145,-114408761.46171698,1013134982.9149877
1483,2018-08-24 00:15:00,61769423.12015076,-111563048.66011481,652562475.9560957
1484,2018-08-24 00:30:00,-28174968.78684779,-112355671.86756457,566166624.2693138
1485,2018-08-24 00:45:00,-113340427.16933261,-112804366.35783592,485398369.84402734
1486,2018-08-24 01:00:00,-180653091.97698754,-118176342.34897321,423141000.97219336
1487,2018-08-24 01:15:00,-241117610.36824998,-113600729.57541744,368915479.2228856
1488,2018-08-24 02:45:00,-465149589.20318794,-115336240.50587875,163662423.8012203
1489,2018-08-24 04:00:00,-526430208.9469981,-122336819.57567757,106819122.06025146
1490,2018-08-24 04:15:00,-531516197.74086976,-116010309.60319762,101943270.90033484
1491,2018-08-24 04:30:00,-540712367.8711879,-115977892.85166629,93896961.41250116
1492,2018-08-24 04:45:00,-561988505.1653007,-115945398.09502098,76014584.42722708
1493,2018-08-24 06:00:00,-500463584.0058056,-120812586.1735077,132789791.16731296
1494,2018-08-24 06:15:00,-472670812.54117054,-115747946.10295284,157425401.10145593
1495,2018-08-24 06:30:00,-446309319.3525067,-115630573.94668612,182212309.24720412
1496,2018-08-24 06:45:00,-411711061.11652285,-115213691.42860033,212640447.264778
1497,2018-08-24 07:00:00,-383152247.67025596,-120047336.47710082,240157503.87488687
1498,2018-08-24 07:15:00,-353127662.56331545,-115022409.65395157,269215835.62951857
1499,2018-08-24 07:30:00,-329371964.1440341,-114907867.14578985,291240672.09733075
1500,2018-08-24 07:45:00,-289107709.3242064,-114440284.16105898,328362048.1473121
1501,2018-08-24 08:00:00,-253183815.510984,-119326001.76031615,362678828.4470922
1502,2018-08-24 08:15:00,-210586577.55131263,-113872322.99696977,400074058.9013341
1503,2018-08-24 08:30:00,-166115024.91037497,-113721242.32829109,441242563.03040636
1504,2018-08-24 08:45:00,-114579288.70981005,-113235628.94393641,487887547.85653204
1505,2018-08-24 10:45:00,333141954.9502607,-117296253.03245498,903725660.648202
1506,2018-08-24 11:00:00,341640441.3999259,-114955971.9727193,909526852.2826133
1507,2018-08-24 12:15:00,399549333.32753104,-116532107.91808784,958313970.1063303
1508,2018-08-24 12:30:00,395988684.8886541,-109216449.31674007,960072164.3331064
1509,2018-08-24 12:45:00,374566595.5322943,-109088739.25433132,941579017.444018
1510,2018-08-24 14:30:00,429693623.1210809,-120823526.66970094,988180967.7118477
1511,2018-08-24 14:45:00,466256080.22017896,-108578504.51206361,1025393468.8528576
1512,2018-08-24 15:00:00,535153662.73845756,-113457501.00674479,1088221401.7677255
1513,2018-08-24 15:15:00,543040315.4934437,-108497809.08669774,1091665077.4476678
1514,2018-08-24 15:30:00,527327530.37282765,-108481634.58849128,1076467967.9565217
1515,2018-08-24 16:15:00,411969120.43740046,-124474634.01529667,976181863.6926976
1516,2018-08-24 16:30:00,365735169.9941771,-110172057.85336375,931601490.8784137
1517,2018-08-24 16:45:00,341296641.29456073,-113502990.05634779,905693947.1940273
1518,2018-08-24 17:00:00,307548172.3481333,-111147266.74983847,878253097.4031912
1519,2018-08-24 17:15:00,275382106.1483966,-114583408.43170987,848031276.8784133
1520,2018-08-24 18:00:00,193068486.26849335,-117782332.39459707,769096316.5144173
1521,2018-08-24 20:15:00,417314300.70543957,-104550179.17876816,975307950.6175913
1522,2018-08-24 20:30:00,443052030.4274006,-104360267.53892249,999912946.2718632
1523,2018-08-24 20:45:00,453476104.23340404,-104666306.17364861,1011632793.4448099
1524,2018-08-24 21:00:00,456705347.66436696,-109311551.17923774,1015913301.00791
1525,2018-08-24 21:15:00,480101281.9895245,-104147197.431386,1038139339.1587431
1526,2018-08-24 21:30:00,492028440.47335154,-104157716.46381223,1048394295.7863963
1527,2018-08-24 21:45:00,461431200.62578094,-104208822.36452538,1021472571.1773199
1528,2018-08-24 23:00:00,456979666.8603653,-108264504.7513795,1011878909.2294573
1529,2018-08-24 23:45:00,-42635158.50434073,-104326841.47008596,680686568.124286
1530,2018-08-25 00:00:00,-111280963.41461757,-109650609.20865405,599226032.3720977
1531,2018-08-25 02:15:00,-424348158.4639745,-107945734.97668496,201734305.9227795
1532,2018-08-25 02:30:00,-445584249.9651736,-108446382.89081217,180393539.75629658
1533,2018-08-25 02:45:00,-482588736.7632249,-108629160.30446507,147623762.9569837
1534,2018-08-25 03:00:00,-498679586.68524957,-113614329.8392103,132593041.56817023
1535,2018-08-25 03:15:00,-509839810.37369287,-108767506.10589068,122200725.03682692
1536,2018-08-25 03:30:00,-525294751.7824683,-108961972.61193822,108007958.00014973
1537,2018-08-25 03:45:00,-533062465.56768703,-109016546.08859791,101657539.91865432
1538,2018-08-25 04:00:00,-562613281.1827878,-114045323.21627758,82580602.83518545
1539,2018-08-25 05:15:00,-543876322.76942,-109008858.19264635,92015826.15239118
1540,2018-08-25 05:30:00,-537753094.9095236,-109038872.69075212,98506246.18452342
1541,2018-08-25 05:45:00,-530161380.75584245,-109014921.03775878,105226904.3071853
1542,2018-08-25 06:00:00,-507293976.98722196,-113923117.4004252,124808908.8434666
1543,2018-08-25 06:15:00,-475598192.82950467,-108848749.8417671,155123290.16212627
1544,2018-08-25 06:30:00,-446498640.4153753,-108756102.5586249,181160540.62909573
1545,2018-08-25 06:45:00,-413979808.5172442,-108393343.19019394,209296299.07447928
1546,2018-08-25 07:00:00,-392039698.3838274,-112871220.62121789,231507551.24023262
1547,2018-08-25 07:15:00,-367807096.86629957,-107478404.00214197,252137794.62049747
1548,2018-08-25 07:30:00,-337470110.69128686,-107216663.96071817,281991923.10445404
1549,2018-08-25 07:45:00,-295109650.38700706,-107095997.44369645,319134430.4088165
1550,2018-08-25 08:00:00,-376140623.2179961,-112237996.40100595,307271802.004687
1551,2018-08-25 08:15:00,-341419631.02145207,-107070569.75155772,340716522.45874715
1552,2018-08-25 08:30:00,-171289366.43561882,-106616362.26503257,433756482.38753766
1553,2018-08-25 08:45:00,-139337358.21109855,-106471331.52156942,465552228.3683037
1554,2018-08-25 09:00:00,-96991182.00631998,-110886923.76489392,504571870.65613514
1555,2018-08-25 09:15:00,-42697300.85160734,-105893426.98984592,553660401.6304488
1556,2018-08-25 09:30:00,8428653.167749897,-105665394.4048057,603035512.1815739
1557,2018-08-25 09:45:00,44491881.884625144,-104614672.32570228,638646336.7747544
1558,2018-08-25 10:00:00,78807857.61121784,-109630162.58540119,669441459.5800483
1559,2018-08-25 10:15:00,140847187.01849675,-104112937.01749314,727116334.7647492
1560,2018-08-25 10:30:00,173055774.4301884,-103932052.96552871,758462770.9222759
1561,2018-08-25 10:45:00,215344953.21610412,-103107286.54005349,795768335.7074229
1562,2018-08-25 11:00:00,235864439.82428196,-108056545.1200418,814604437.1766406
1563,2018-08-25 11:15:00,262030930.02935773,-102945652.2031013,834977436.9931401
1564,2018-08-25 11:30:00,298555252.8101821,-102532665.95377763,873538936.2179682
1565,2018-08-25 12:15:00,321602484.9672787,-101438927.23455587,893934183.5624813
1566,2018-08-25 12:30:00,396928264.14119065,-101199661.5237147,957084000.1646466
1567,2018-08-25 12:45:00,387586870.2494423,-100996567.48646398,948856300.3184524
1568,2018-08-25 13:00:00,375315669.5744372,-106018713.98476425,937786065.9819857
1569,2018-08-25 13:15:00,368725387.7701539,-100607136.66016862,934230519.6427064
1570,2018-08-25 13:30:00,335668604.62234974,-100518484.48773763,903778642.9326698
1571,2018-08-25 13:45:00,20209384.23322339,-101299694.89340119,760331115.2138928
1572,2018-08-25 15:00:00,409753137.55076104,-104172179.46929926,974796131.0281367
1573,2018-08-25 15:45:00,94741923.55851017,-101244735.8134479,854066288.7094443
1574,2018-08-25 16:00:00,65469560.808607616,-102499878.06524856,819990310.1031742
1575,2018-08-25 16:45:00,261262169.72148556,-96598966.57981469,834314376.2407718
1576,2018-08-25 17:00:00,234184403.78693506,-101219133.76259793,810294960.7626907
1577,2018-08-25 17:15:00,218491214.38587695,-95930854.666779,796925831.0074762
1578,2018-08-25 17:30:00,194100011.36794275,-95870909.27817804,772338840.7196479
1579,2018-08-25 18:15:00,149276428.66172197,-95278341.49193972,731349447.3732126
1580,2018-08-25 18:30:00,134738137.29842418,-94942312.8661495,718695322.3299283
1581,2018-08-25 18:45:00,115198557.42937976,-95006103.16153683,702436960.2081361
1582,2018-08-25 19:00:00,69810820.64870319,-100029075.6819533,654363582.3862008
1583,2018-08-25 19:15:00,111357291.16611916,-94844637.93141708,698167029.1520362
1584,2018-08-25 19:30:00,226748942.24183777,-94798515.08532056,801119033.4252418
1585,2018-08-25 20:45:00,416246857.1566452,-93828203.66959593,975418998.3680227
1586,2018-08-25 21:00:00,417363783.4469211,-98473682.51398826,976989622.665318
1587,2018-08-25 21:15:00,429993794.98763514,-93401557.01046988,986165675.1148803
1588,2018-08-25 21:30:00,455706203.03701264,-90354336.65232229,1011395768.071601
1589,2018-08-25 21:45:00,471829189.55843425,-89423739.21969163,1029461673.1339613
1590,2018-08-25 22:00:00,492042869.4238447,-94318427.69324301,1046058462.6500471
1591,2018-08-25 22:15:00,480674391.4519782,-89009309.41725914,1036365119.401426
1592,2018-08-25 22:30:00,490399160.8278356,-88874400.86770411,1050006984.7865562
1593,2018-08-25 22:45:00,463977704.07113147,-88925157.85093267,1019538145.8266264
1594,2018-08-25 23:00:00,414553957.94029164,-93912913.22916149,975984593.6925511
1595,2018-08-25 23:15:00,346133800.7575211,-88836534.25358948,914211550.9219408
1596,2018-08-25 23:30:00,244805052.14919543,-89144410.45263338,814589752.9686017
1597,2018-08-25 23:45:00,-59275674.63049434,-89630633.21976596,647946045.6644863
1598,2018-08-26 00:00:00,-118634979.66827586,-94839341.95950489,584496815.0351034
1599,2018-08-26 01:45:00,-366715729.8570805,-91855712.85359934,250390917.96154824
1600,2018-08-26 02:00:00,-459406891.8686997,-97283326.14149822,194197546.64953223
1601,2018-08-26 02:15:00,-481234730.8665702,-92518425.2611685,172066807.79619303
1602,2018-08-26 03:00:00,-483020311.0565572,-98021303.47031994,144438044.48808846
1603,2018-08-26 03:15:00,-502001436.3848291,-93193971.47110304,126723107.64349727
1604,2018-08-26 03:30:00,-517084684.4404434,-93337206.01223627,114811056.26260714
1605,2018-08-26 03:45:00,-527437768.99402195,-93493804.1654979,105709500.17178003
1606,2018-08-26 04:00:00,-534459918.17729175,-98466433.26774132,99413877.61201848
1607,2018-08-26 04:15:00,-542197819.9302335,-93737419.86179228,92723595.80353414
1608,2018-08-26 04:30:00,-548659399.0916107,-93421505.10895938,86505648.6967118
1609,2018-08-26 04:45:00,-553652371.0730802,-93408795.93597655,82608157.57779302
1610,2018-08-26 05:00:00,-556025598.1056247,-98369838.51419511,80568097.66679804
1611,2018-08-26 05:15:00,-545470737.1453171,-93403496.47574055,90619162.96509929
1612,2018-08-26 05:30:00,-538809083.8305316,-93301373.60656182,96846023.98310336
1613,2018-08-26 05:45:00,-559129674.651131,-93382202.32977892,85719146.53883733
1614,2018-08-26 06:00:00,-548921653.567396,-98311889.30976015,97121860.06402084
1615,2018-08-26 06:45:00,-439819615.23633623,-93200550.16699274,188265757.608836
1616,2018-08-26 07:00:00,-402452881.509856,-97152012.6089287,222255131.92723468
1617,2018-08-26 07:15:00,-371072892.149294,-92123707.91155468,251499417.88044316
1618,2018-08-26 07:30:00,-344107740.8550189,-92006197.56444825,277380686.0012936
1619,2018-08-26 09:00:00,-84716310.43749155,-95288606.53544152,518941663.81985354
1620,2018-08-26 09:15:00,-52930701.27509793,-89600283.61000814,546020182.8034384
1621,2018-08-26 09:30:00,9797415.088255176,-89383580.10116352,603682612.7061424
1622,2018-08-26 10:45:00,184624558.29002988,-87016113.84384519,764156341.8058933
1623,2018-08-26 11:00:00,205805892.03549945,-91742381.65107404,786241998.6798425
1624,2018-08-26 11:15:00,227615250.0320093,-86597072.98574431,803976292.5653322
1625,2018-08-26 11:30:00,234274756.8257214,-86560352.86628023,807851515.9559315
1626,2018-08-26 12:45:00,285863868.50214016,-85370324.65289254,858641311.7949919
1627,2018-08-26 13:00:00,293830314.16240066,-90023884.52878284,865153734.7418076
1628,2018-08-26 13:15:00,289593654.38975775,-85008887.8061682,865067838.9504527
1629,2018-08-26 13:30:00,284720278.1601108,-84985820.13325766,859751912.9121017
1630,2018-08-26 14:15:00,2786307.3183635306,-85411826.00785482,759759491.6750232
1631,2018-08-26 15:00:00,390247373.52783203,-89109484.06060508,954551083.2036256
1632,2018-08-26 15:15:00,379021492.8562294,-84046508.38834383,941775677.6594392
1633,2018-08-26 15:30:00,372664783.2140669,-84193145.93420652,938243600.5016276
1634,2018-08-26 15:45:00,362258303.4347373,-84108408.74702431,928155772.5188297
1635,2018-08-26 16:00:00,333319138.6009373,-88939469.84793739,905652158.1616184
1636,2018-08-26 16:15:00,300292821.41491246,-84036470.23511714,874718865.2281772
1637,2018-08-26 16:30:00,260253193.30639786,-83763997.11186157,835761491.0706396
1638,2018-08-26 16:45:00,224778223.87436926,-83792044.01959474,802910606.9367034
1639,2018-08-26 17:00:00,189303329.1015124,-88911044.8805262,770075718.6220236
1640,2018-08-26 17:15:00,174588442.998863,-83645480.8496339,759339354.2198478
1641,2018-08-26 17:30:00,156067942.18715128,-83384772.86751723,740363453.5795844
1642,2018-08-26 19:00:00,57641698.19333598,-88353805.4171181,649141501.1974993
1643,2018-08-26 19:15:00,115950885.55906184,-82981702.38371235,703898407.5193725
1644,2018-08-26 19:30:00,218027150.5310557,-82722267.62423368,795280980.7984849
1645,2018-08-26 19:45:00,6299968.929138261,-82892806.84789895,751545985.2343779
1646,2018-08-26 20:00:00,49700915.142988846,-87337323.32167202,810887060.6118557
1647,2018-08-26 20:45:00,394506245.60634667,-81447353.43526255,962230755.065258
1648,2018-08-26 21:00:00,408568725.39008814,-86271851.765661,968665497.1021924
1649,2018-08-26 21:15:00,418916939.1851262,-81356332.59659576,979576128.1351882
1650,2018-08-26 21:30:00,431193275.7450149,-81056529.54767458,993804411.5074848
1651,2018-08-26 21:45:00,455617835.79270256,-80449909.00840834,1017937685.0114868
1652,2018-08-26 23:00:00,355798102.3146852,-83742190.69127482,916785369.4955912
1653,2018-08-26 23:45:00,-106557482.92414698,-79350824.51783396,592472973.7806191
1654,2018-08-27 00:00:00,-173753585.67819265,-84609248.91662379,526705177.6297712
1655,2018-08-27 01:15:00,-313764097.27752656,-82014062.42073114,300604610.52224666
1656,2018-08-27 01:30:00,-357957163.73581445,-82466284.0122031,257298983.79618603
1657,2018-08-27 02:45:00,-498512572.44102925,-83374985.73495093,130818624.9807866
1658,2018-08-27 03:00:00,-509910542.57758623,-88715691.9505368,119837952.78929612
1659,2018-08-27 03:15:00,-523718406.1503002,-83860375.43358323,107104916.61645176
1660,2018-08-27 03:30:00,-534781391.30111915,-83988559.31719813,98013670.31607462
1661,2018-08-27 03:45:00,-543925193.083013,-84016378.51142702,89156614.47665584
1662,2018-08-27 04:00:00,-569153500.6320812,-88989106.62502693,68619602.04363802
1663,2018-08-27 04:15:00,-572094102.4926138,-84095997.29083204,64953419.260699295
1664,2018-08-27 05:00:00,-555750092.4910598,-89025483.35154317,79985425.31441464
1665,2018-08-27 05:15:00,-549959944.9354336,-84030772.2669332,85433875.7052864
1666,2018-08-27 05:30:00,-551839145.9973207,-83985150.00348982,83896871.96164516
1667,2018-08-27 05:45:00,-544090936.7497301,-84006084.16172552,91333307.79040204
1668,2018-08-27 06:30:00,-472669856.87306887,-83299870.3130543,157375805.90470415
1669,2018-08-27 06:45:00,-448010031.56005466,-83303808.74208263,181204647.5030316
1670,2018-08-27 07:00:00,-431611093.3637848,-87574150.12569195,193464135.06707025
1671,2018-08-27 07:15:00,-401743030.3352621,-82539551.9809681,223470287.08472568
1672,2018-08-27 07:30:00,-366260049.2438105,-82415903.65349507,254484678.80076265
1673,2018-08-27 08:15:00,-377138318.14270055,-82277015.63668002,303268408.29520094
1674,2018-08-27 08:30:00,-228131349.41861117,-81593741.54095167,383591820.8898649
1675,2018-08-27 08:45:00,-171598983.5251469,-81402540.75195158,436230825.55559784
1676,2018-08-27 09:00:00,-118425333.7902787,-86245266.3591099,481388752.8618661
1677,2018-08-27 09:15:00,-40173699.39189128,-81073625.85162303,555374724.8865391
1678,2018-08-27 09:30:00,39297519.36967117,-80912140.98976304,630633590.4524338
1679,2018-08-27 09:45:00,122190690.30214177,-80544569.29832676,706304094.6921463
1680,2018-08-27 10:00:00,208473059.3191937,-91923809.52287887,787138737.7237183
1681,2018-08-27 10:15:00,268932145.113685,-86477140.68489166,839717109.4798826
1682,2018-08-27 10:30:00,279767903.4069221,-87480184.44254759,848584324.007816
1683,2018-08-27 10:45:00,252401467.18768892,-81018707.2272124,874425819.4130397
1684,2018-08-27 11:00:00,338553705.20964605,-93445842.82218069,906562425.4367293
1685,2018-08-27 11:15:00,373899184.2229145,-89277943.2559996,937797607.0584762
1686,2018-08-27 11:30:00,365478642.458344,-83247130.0341857,930356313.1132864
1687,2018-08-27 12:15:00,85036468.1829049,-86033793.45174178,826387195.7219746
1688,2018-08-27 13:30:00,384816797.07994413,-94034817.65406239,952691449.1916813
1689,2018-08-27 13:45:00,373219970.4277199,-86784461.94137983,942544705.5391613
1690,2018-08-27 14:00:00,370728582.4895121,-91856471.81655037,936260163.6077883
1691,2018-08-27 14:15:00,407648688.933547,-87538761.66020463,970418612.4554024
1692,2018-08-27 14:30:00,422227965.17863107,-89036753.99228218,985400023.9649973
1693,2018-08-27 14:45:00,446131973.5698749,-89429931.23129313,1006236693.4358453
1694,2018-08-27 15:00:00,498522086.6685957,-95512134.04928884,1056860209.1937668
1695,2018-08-27 15:15:00,502730234.23566514,-98686007.80113073,1059858391.8901316
1696,2018-08-27 15:30:00,496373066.87092984,-98983565.7718909,1054815732.7079158
1697,2018-08-27 15:45:00,477391082.4448771,-91922656.05160844,1037781347.2409133
1698,2018-08-27 16:00:00,134959440.44042486,-112531238.24474977,899165829.7956451
1699,2018-08-27 16:45:00,381270082.2395482,-99677915.40137483,949769056.0377984
1700,2018-08-27 17:00:00,356111681.1458847,-106270318.77189484,924239282.6659508
1701,2018-08-27 17:15:00,340713800.75333136,-99436913.12932213,909523447.1774836
1702,2018-08-27 17:30:00,312490968.0603611,-99532403.38853489,881009489.4980891
1703,2018-08-27 17:45:00,261542737.17030293,-99387731.52790378,839610088.0335437
1704,2018-08-27 18:00:00,259849489.09470364,-97485357.80940072,833111493.9468201
1705,2018-08-27 18:15:00,255276432.18259767,-92556718.43474899,827703411.1045157
1706,2018-08-27 18:30:00,231388930.36149606,-92886538.9670351,803337812.996256
1707,2018-08-27 18:45:00,198105254.6820882,-92563381.13048214,776374358.1766008
1708,2018-08-27 19:00:00,156742255.14234814,-97495834.52472155,739430926.0465128
1709,2018-08-27 19:15:00,181067275.3461212,-92545479.52273893,763658941.0377682
1710,2018-08-27 19:30:00,280132972.94546556,-92152045.10752822,854668583.0248804
1711,2018-08-27 20:45:00,474693897.7273106,-91767752.06623568,1028410535.640897
1712,2018-08-27 21:00:00,476249911.2972608,-96688819.82815222,1034323315.9651123
1713,2018-08-27 21:15:00,476750014.1610603,-91626803.01113507,1033518503.9300944
1714,2018-08-27 21:30:00,482164465.75595695,-91593186.63330233,1033697286.4476126
1715,2018-08-27 21:45:00,126252910.27400038,-92087865.18143527,881888826.2420052
1716,2018-08-27 23:00:00,354784236.46492666,-96292294.63106391,919847291.1365328
1717,2018-08-27 23:45:00,88910491.4717527,-92286543.04528539,673795228.5451257
1718,2018-08-28 00:00:00,6655568.755610053,-98030220.6338498,595169142.793327
1719,2018-08-28 00:15:00,-71288139.76247266,-93571185.47612171,522643267.70535946
1720,2018-08-28 00:30:00,-152145180.77903816,-93943744.72625667,448620823.7142882
1721,2018-08-28 00:45:00,-211243163.93315756,-94936172.09557211,393773879.42758113
1722,2018-08-28 01:30:00,-376350583.7202359,-96650590.89331366,245593240.59782425
1723,2018-08-28 02:45:00,-495270813.3464808,-97852479.25390273,135759053.71280038
1724,2018-08-28 03:00:00,-510551887.2807147,-102880905.86443338,121137912.9078608
1725,2018-08-28 03:15:00,-526474698.3932109,-98050983.17231365,107690489.3786218
1726,2018-08-28 03:30:00,-538863157.2448171,-98197562.26396824,96243913.49422184
1727,2018-08-28 03:45:00,-551687183.8159359,-98315043.75806057,83739281.29416846
1728,2018-08-28 04:00:00,-574797960.9224011,-103337831.02788122,68214247.20881328
1729,2018-08-28 04:15:00,-578434396.1960454,-98366613.34694864,63849682.12683827
1730,2018-08-28 05:00:00,-563232496.6924679,-103389496.1573568,74080414.87635797
1731,2018-08-28 05:15:00,-557627390.1593025,-98400276.5917194,80094235.80035502
1732,2018-08-28 05:30:00,-551008356.1605705,-98383779.85064426,85618844.66728523
1733,2018-08-28 05:45:00,-539846110.851676,-98350929.71679509,96675305.38638276
1734,2018-08-28 06:00:00,-517867837.29823786,-102994721.04757613,116485767.98594096
1735,2018-08-28 06:15:00,-498006426.5277346,-97934756.5762141,133729674.2970696
1736,2018-08-28 06:45:00,-441171260.32209915,-97808198.57348004,185892625.8020594
1737,2018-08-28 07:00:00,-407012886.7862776,-102653041.1091198,219353944.2901752
1738,2018-08-28 07:15:00,-373081868.9894536,-97563041.91383563,250906346.78640535
1739,2018-08-28 07:30:00,-344520529.01947486,-97069289.33855785,276362332.9081867
1740,2018-08-28 07:45:00,-418588707.54420143,-97258927.26675561,256274120.32501566
1741,2018-08-28 08:00:00,-393262002.3996518,-101844068.02667601,281236899.74226993
1742,2018-08-28 08:15:00,-248320071.0970849,-96477389.18046583,362592588.8331808
1743,2018-08-28 08:30:00,-201957845.01491785,-95541855.22716445,407771890.018505
1744,2018-08-28 08:45:00,-146683166.1588034,-95036861.00661035,459889725.82586575
